TYPE,SS,ADR,INFO,lng,lat,census_subnit,number_of_nearby_restaurants,number_of_bus_stops,number_of_MTR_stations,number_of_schools,number_of_commercial_facilities,number_of_government_facilities,number_of_religious_facilities,number_of_medical_facilities,number_of_hotel_facilities,mean_median_age,median_hs_income,mean_hs_size,labour_force_percent,chinese_percent,pop_m_percent,ten_oc_percent,rent_to_income_ratio,survive
RR,Mini Cooker,"SHOP 6, 1/F, CHEONG NING SHOPPING ARCADE, TSUEN CHEONG CENTRE, TSUEN WAN, NEW TERRITORIES",[],114.1203200000001,22.37112000000008,1002.0,15,0,0,3,3,0,0,1,0,51.67946058091286,30150.0,3.055790363482671,0.4901798063623789,0.94716459197787,0.4553250345781466,0.7396449704142012,0.448,1
RR,Big Bro Cafe,"SHOP NO. 1 , G/F, TSUEN FUNG CENTRE, 144-172 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11858235211974,22.371670432561857,994.0,13,3,0,0,2,5,0,0,1,52.57441956882255,32330.0,2.817757009345794,0.5306799336650083,0.961028192371476,0.451077943615257,0.780373831775701,0.446,1
RR,Starbucks Coffee,"SHOP NO.1 , G/F, LIDO AVENUE, LIDO GARDEN, 41-63 CASTLE PEAK ROAD, SHAM TSENG, TSUEN WAN, NEW TERRITORIES",[],114.05860371611016,22.36612437868776,1064.0,0,1,0,0,1,0,0,0,0,49.12039624079248,46560.0,2.96460843373494,0.539497078994158,0.9283718567437136,0.4699009398018796,0.891566265060241,0.343,1
RR,新貴香園,"SHOP NOS. 53 & 54, 1/F, CHEONG ON ARCADE, TSUEN CHEONG CENTRE, 186-200 SAI LAU KOK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.1199242109991,22.371355859735687,1002.0,8,0,0,0,1,0,0,0,1,51.67946058091286,30150.0,3.055790363482671,0.4901798063623789,0.94716459197787,0.4553250345781466,0.7396449704142012,0.448,1
RR,BURGER LAND,"SHOP B, G/F, TSUEN WAN BUILDING STAGE NO. 2, 77/81 HOI PA STREET & 2 & 6 LO TAK COURT, TSUEN WAN, NEW TERRITORIES",[],114.11509690532232,22.37237920629437,990.0,18,0,0,4,5,1,0,0,0,49.59867629362214,21140.0,2.738958470665788,0.5345367027677497,0.8974729241877256,0.5181708784596871,0.5346077785102176,0.316,1
RR,川味美食,"SHOP 17, G/F, UNION BUILDING, 71&73 YUEN TUN CIRCUIT, TSUEN WAN, NEW TERRITORIES",[],114.11255224333728,22.371678437279385,997.0,7,0,0,0,6,1,0,0,0,36.811619718309856,21300.0,2.837162837162837,0.4524647887323944,0.9846830985915492,0.4774647887323943,0.4125874125874126,0.282,1
RR,BROWNY CAFE,"SHOP 66A, G/F , CHEONG NING ARCADE, TSUEN CHEONG CENTRE, 130 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.1191407782133,22.371690673735067,1002.0,1,2,0,0,1,1,0,0,1,51.67946058091286,30150.0,3.055790363482671,0.4901798063623789,0.94716459197787,0.4553250345781466,0.7396449704142012,0.448,1
RR,Lucky U,"SHOP 5-7, G/F, FORTUNE MANSION, 105-129 SHA TSUI ROAD, TSUEN WAN, NEW TERRITORIES",[],114.111432253435,22.37277068308218,991.0,8,1,0,0,4,0,0,1,0,36.88699165797706,17500.0,2.705218617771509,0.4692387904066736,0.8852971845672576,0.4906152241918665,0.3300423131170663,0.308,1
RR,十八座狗仔粉,"SHOP E, G/F, TSUEN KING BUILDING, 3-5 TSUEN HING PATH, 83-89 HOI PA STREET, TSUEN WAN, NEW TERRITORIES",[],114.11527870880218,22.372288136916367,990.0,27,0,0,3,5,1,0,0,6,49.59867629362214,21140.0,2.738958470665788,0.5345367027677497,0.8974729241877256,0.5181708784596871,0.5346077785102176,0.316,1
RR,Noah's Kitchen,"SHOP 1, LG/F, NOAH'S ARK HOTEL AND RESORT, NOAH'S ARK, MA WAN PARK, PAK YAN ROAD, MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.0614700000001,22.34821000000005,1742.0,0,0,0,0,0,0,0,0,1,37.75284512617516,40280.0,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339,1
