TYPE,DIST,LICNO,SS,ADR,INFO,EXPDATE,lat,lng,census_subnit
RL,61,2261817726,鍋心粥底火鍋,"GROUND FLOOR, HONG YUEN COURT, NOS. 1, 3 & 5 TAK SHING STREET, KOWLOON",,2024-01-19,22.303832002125603,114.17280077662916,401.0
RL,61,2261817735,PEONY GARDEN,"UNIT GF-2 & GF-3 AND SEATING AREA FOR UNIT GF-2 & GF-3, G/F, XIQU CENTRE, WEST KOWLOON CULTURAL DISTRICT, 88 AUSTIN ROAD WEST, TSIM SHA TSUI, KOWLOON",,2024-01-21,22.302172217658807,114.16719261285256,630.0
RL,61,2261817744,Chef Hung Taiwanese Beef Noodle,"SHOP NO.1, G/F., GINZA SQUARE, 565-567 NATHAN ROAD, MONG KOK, KOWLOON",,2024-01-21,22.31475642990077,114.17008998532316,509.0
RL,61,2261817753,LAU BAK THE FREESPACE LIVEHOUSE,"LIVEHOUSE, G/F AND THE OUTSIDE SEATING ACCOMMODATION AT SHOP FRONT, FREESPACE, WEST KOWLOON CULTURAL DISTRICT, NO. 18 MUSEUM DRIVE, TSIM SHA TSUI, KOWLOON",#A,2024-01-22,22.299924233136664,114.1564010801522,629.0
RL,61,2261817762,深宵食堂,"3/F., LADDER DUNDAS, NO. 575 NATHAN ROAD, YAU MA TEI, KOWLOON",#G#H,2024-01-22,22.31512397635501,114.17001513492784,509.0
RL,61,2261817771,HAI DI LAO HOT POT - TSIM SHA TSUI SHOP,"2/F., KIMBERLEY 26, NO. 55 CARNARVON ROAD & NO. 26 KIMBERLEY ROAD, TSIM SHA TSUI, KOWLOON",,2024-01-22,22.300610000000063,114.17336000000012,405.0
RL,61,2261817799,HEISEI,"SHOP NO. G17, G/F. OF COMMERCIAL DEVELOPMENT OF HARBOUR PINNACLE, NO. 8 MINDEN AVENUE, TSIM SHA TSUI, KOWLOON",,2024-01-23,22.29672687235136,114.17416887086546,413.0
RL,61,2261817805,J.L PRIVATE KITCHEN,"ROOM A & 201, 2/F, 21 & 23 HILLWOOD ROAD, TSIM SHA TSUI, KOWLOON",,2024-01-23,22.30292935497264,114.17322657731046,403.0
RL,61,2261817814,麻甩爐海鮮雞煲私房菜,"LG/F., GINZA SQUARE, 565-567 NATHAN ROAD, MONG KOK, KOWLOON",,2024-01-30,22.31475642990077,114.17008998532316,509.0
RL,61,2261817823,Bep (KM),"SHOP 401, LEVEL 4, K11 MUSEA, VICTORIA DOCKSIDE, 18 SALISBURY ROAD, TSIM SHA TSUI, KOWLOON",,2024-01-30,22.293429892646813,114.17402185228376,414.0
RL,61,2261817841,SUN KEE CHICKEN CONGEE RESTAURANT,"FLATS 123 & 125, G/F, WOOSUNG HOUSE, 123-127 WOOSUNG STREET, JORDAN, KOWLOON",,2024-02-10,22.30553059480411,114.17004824344536,490.0
RL,61,2261817850,MEN WAH BING TENG,"SHOP NOS.704-706 ON LEVEL 7 OF FORTUNE METROPOLIS, NO. 6 METROPOLIS DRIVE, HUNG HOM, KOWLOON",,2024-02-11,22.30091308641916,114.1837286888168,414.0
RL,61,2261817869,TAKANO RAMEN,"SHOP NO. 220, LEVEL 2, K11 MUSEA VICTORIA DOCKSIDE, 18 SALISBURY ROAD, TSIM SHA TSUI, KOWLOON",#G#H,2024-02-12,22.293429892646813,114.17402185228376,414.0
RL,61,2261817896,KIKI NOODLE BAR,"SHOP 406 ON LEVEL 4, K11 MUSEA, VICTORIA DOCKSIDE, 18 SALISBURY ROAD, TSIM SHA TSUI, KOWLOON",,2024-02-16,22.293429892646813,114.17402185228376,414.0
RL,61,2261817902,DIM SUM HERE,"SHOP NOS. 6,7,8, G/F, WAH CHI MANSION , 286-298 TEMPLE STREET , YAU MA TEI, KOWLOON",,2024-02-17,22.30377902849753,114.16983064923892,397.0
RL,61,2261817911,SUSHI SHO,"SHOP 4, G/F, DORFU COURT, 5-6 HAU FOOK STREET, TSIM SHA TSUI, KOWLOON",#F#G#H,2024-02-18,22.29944508164164,114.1742170668087,407.0
RL,61,2261817920,Harvest /  Bot Noodles /  Soul Jook /  Toei Delight,"SHOP K, J, I AND SEATING AREA, LEVEL B2, K11 MUSEA, 18 SALISBURY ROAD, TSIM SHA TSUI, KOWLOON",,2024-02-19,22.293429892646813,114.17402185228376,414.0
RL,61,2261817939,Chatterbox Cafe,"SHOP NO. B110 ON LEVEL B1 OF K11 MUSEA, VICTORIA DOCKSIDE, 18 SALISBURY ROAD, TSIM SHA TSUI, KOWLOON",,2024-02-20,22.293429892646813,114.17402185228376,414.0
RL,61,2261817948,KAIYO / VELO,"SHOP NOS. 103 & 103A, LEVEL 1, K11 MUSEA, VICTORIA DOCKSIDE, 18 SALISBURY ROAD, TSIM SHA TSUI, KOWLOON",#F#G#H,2024-02-24,22.293429892646813,114.17402185228376,414.0
RL,61,2261817957,SHIAWASE YAKITORI,"SHOP NOS. G18-G19 ON GROUND FLOOR OF K11, NO. 18 HANOI ROAD, TSIM SHA TSUI, KOWLOON",#G,2024-02-25,22.29752579345252,114.17363779348022,413.0
RL,61,2261817966,SHAKE SHACK,"SHOP OT G53, G/F, OCEAN TERMINAL, HARBOUR CITY, TSIM SHA TSUI, KOWLOON",,2024-02-28,22.294985070961985,114.166718700047,398.0
RL,61,2261817975,Gelato,"SHOP 1, G/F, THE NATE, NO. 176 NATHAN ROAD, TSIM SHA TSUI, KOWLOON",,2024-03-02,22.30257894951039,114.17210356992302,403.0
RL,61,2261817984,Greyhound Cafe Galleria,"SHOP 327 A AND C, 3/F, K11 MUSEA, VICTORIA DOCKSIDE, 18 SALISBURY ROAD, TSIM SHA TSUI, KOWLOON",,2024-03-02,22.293429892646813,114.17402185228376,414.0
RL,61,2261817993,Artisan Lounge,"SHOP 008 AND SHOP 008A, LEVEL 0,  K11 MUSEA, VICTORIA DOCKSIDE, 18 SALISBURY ROAD, TSIM SHA TSUI, KOWLOON",,2024-03-05,22.293429892646813,114.17402185228376,414.0
RL,61,2261818002,Hakka Hut．Leisure Place,"1/F, NATHAN HOTEL, 378 NATHAN ROAD, YAU MA TEI, KOWLOON",#G,2024-03-10,22.307628166073755,114.17166502874886,496.0
RL,61,2261818020,ELEPHANT GROUNDS,"SHOP NO. 705, LEVEL 7, K11 MUSEA, VICTORIA DOCKSIDE, 18 SALISBURY ROAD, TSIM SHA TSUI, KOWLOON",,2024-03-11,22.293429892646813,114.17402185228376,414.0
RL,61,2261818039,FIVE GUYS,"SHOPS 301B-302, LEVEL 3, K11 MUSEA, VICTORIA DOCKSIDE, 18 SALISBURY ROAD, TSIM SHA TSUI, KOWLOON",,2024-03-12,22.293429892646813,114.17402185228376,414.0
RL,61,2261818048,麥奀雲吞麵世家,"ROOM GF-05, G/F, XIQU CENTRE, 88 AUSTIN ROAD WEST, WEST KOWLOON CULTURAL DISTRICT, KOWLOON",,2024-03-16,22.30285937348865,114.16460954161914,630.0
RL,61,2261818066,ONIKU KAPPO JIKON,"SHOP 506 ON LEVEL 5 OF K11 MUSEA, VICTORIA DOCKSIDE, 18 SALISBURY ROAD, TSIM SHA TSUI, KOWLOON",#G#H,2024-03-17,22.293429892646813,114.17402185228376,414.0
RL,61,2261818075,Water Gate Chicken Rice (Tsim Sha Tsui),"G/F, MANGAN BUILDING, 18 CAMERON ROAD, TSIM SHA TSUI, KOWLOON",,2024-03-17,22.298865850222697,114.17404272322268,407.0
RL,61,2261818084,The Tiffany Blue Box Café,"SHOP NO.207, LOBBY FLOOR, NO.1 PEKING ROAD, TSIM SHA TSUI, KOWLOON",,2024-03-18,22.29601093209164,114.16984942470202,399.0
RL,61,2261818118,銀座18日本料理,"18TH FLOOR, NATHAN HILL, NO. 38 HILLWOOD ROAD, TSIM SHA TSUI, KOWLOON",#G#H,2024-04-01,22.302633599519098,114.173988240852,403.0
RL,61,2261818127,Rosewood Hong Kong,"6/F (PORTION A), ROSEWOOD HONG KONG, VICTORIA DOCKSIDE, 18 SALISBURY ROAD, TSIM SHA TSUI, KOWLOON",#F#G,2024-04-01,22.293429892646813,114.17402185228376,414.0
RL,61,2261818136,Camellia,"SHOP 033 ON LEVEL 0, K11 MUSEA, VICTORIA DOCKSIDE, 18 SALISBURY ROAD, TSIM SHA TSUI, KOWLOON",#G,2024-04-02,22.293429892646813,114.17402185228376,414.0
RL,61,2261818145,Kong Lane Cafe,"G/F AND COCKLOFT, NO. 280 AND NO. 282 TEMPLE STREET, JORDAN, KOWLOON",,2024-04-06,22.30363741624339,114.16955488462446,397.0
RL,61,2261818154,PANDA WONTON,"SHOP NOS. 04-05, G/F, CHUANG’S LONDON PLAZA, 219 NATHAN ROAD, JORDAN, KOWLOON",,2024-04-07,22.303490000000068,114.1716100000001,394.0
RL,61,2261818163,IE,"SHOP 510, LEVEL 5, K11 MUSEA, VICTORIA DOCKSIDE, NO. 18 SALISBURY ROAD, TSIM SHA TSUI, KOWLOON",#G#H,2024-04-08,22.293429892646813,114.17402185228376,414.0
RL,61,2261818172,GAYLORD INDIAN RESTAURANT AND BAR,"5/F, PRINCE TOWER, NO. 12A PEKING ROAD, TSIM SHA TSUI, KOWLOON",,2024-04-14,22.296588906225097,114.17129857194205,400.0
RL,61,2261818181,樂湯雞麵館,"GROUND FLOOR, NO. 61 PILKEM STREET, JORDAN, KOWLOON",,2024-04-19,22.30482043805756,114.17096480455764,394.0
RL,61,2261818190,King Fong Bing Teng,"SHOP G004, SEATING AREA FOR SHOP G004 & SEATING AREA OPPOSITE TO SHOP G004, GROUND LEVEL, ELEMENTS, 1 AUSTIN ROAD WEST, TSIM SHA TSUI, KOWLOON",,2024-04-20,22.304838584877945,114.16180589895782,629.0
RL,61,2261818206,譚仔三哥米線,"UNITS 6, 7 AND 8, UPPER GROUND FLOOR, ENERGY PLAZA, 92 GRANVILLE ROAD, TSIM SHA TSUI, KOWLOON",,2024-04-21,22.300190000000043,114.17672000000005,414.0
RL,61,2261818215,温氏佳味,"SHOP A, G/F, CHAK HING BUILDING, 587-589 CANTON ROAD, KOWLOON",,2024-04-21,22.30766529790484,114.16829391111077,485.0
RL,61,2261818224,AHAN THAI,"SHOP NOS. 219 & 220 ON LEVEL 2 OF K11, NO. 18 HANOI ROAD, TSIM SHA TSUI, KOWLOON",#G,2024-04-22,22.29752579345252,114.17363779348022,413.0
RL,61,2261818233,安柏娃泰國菜館,"G/F, 121 & 123 PARKES STREET, JORDAN, KOWLOON",,2024-04-22,22.30686419750883,114.17085592363536,487.0
RL,61,2261818242,Rosewood Hong Kong,"5/F (PORTION B), ROSEWOOD HONG KONG, VICTORIA DOCKSIDE, 18 SALISBURY ROAD, TSIM SHA TSUI, KOWLOON",#E#F#G#H,2024-04-23,22.293429892646813,114.17402185228376,414.0
RL,61,2261818251,加景軒,"20TH FLOOR, NATHAN HILL, NO. 38 HILLWOOD ROAD, TSIM SHA TSUI, KOWLOON",,2024-04-23,22.302633599519098,114.173988240852,403.0
RL,61,2261818260,鍋霸吃到飽台式養生火鍋,"6/F, CHUANG'S LONDON PLAZA, NO. 219 NATHAN ROAD, TSIM SHA TSUI, KOWLOON",,2024-04-26,22.303490000000068,114.1716100000001,394.0
RL,61,2261818279,炯記燒味,"G/F, 19A LOCK ROAD, TSIM SHA TSUI, KOWLOON",,2024-04-26,22.297580797583564,114.17149375259868,400.0
RL,61,2261818288,YUKIMURA,"SHOP 106, LEVEL 1, K11, 18 HANOI ROAD, TSIM SHA TSUI, KOWLOON",#F#G#H,2024-04-27,22.29752579345252,114.17363779348022,413.0
RL,61,2261818297,ALI HAJVERI,"SHOP 76, G/F, CHUNGKING MANSION, 36-44 NATHAN ROAD, TSIM SHA TSUI, KOWLOON",,2024-04-27,22.29636000000005,114.17239000000006,412.0
RL,61,2261818312,MEET AT POT,"3/F, GOLDEN DRAGON CENTRE, 38-40 CAMERON ROAD, TSIM SHA TSUI, KOWLOON",#G,2024-04-28,22.29905599369623,114.17467404816983,407.0
RL,61,2261818330,LUN GOR (PRESTIGE) HOTPOT PRIVATE KITCHEN,"2ND FLOOR, LIBERTY MANSION, NO. 26E JORDAN ROAD, KOWLOON",#G,2024-04-28,22.30499046496348,114.16978899118016,392.0
RL,61,2261818349,Kison Roasted Goose,"LOWER GROUND FLOOR, NO. 40 CARNARVON ROAD, TSIM SHA TSUI, KOWLOON",,2024-04-28,22.30031512319125,114.17306078326568,405.0
RL,61,2261818358,DENG G Sichuan,"SHOP NO. 412 & 413 ON LEVEL 4 OF K11 MUSEA, VICTORIA DOCKSIDE, 18 SALISBURY ROAD, TSIM SHA TSUI, KOWLOON",,2024-04-28,22.293429892646813,114.17402185228376,414.0
RL,61,2261818367,Star Chef,"MINOR PORTION 2/F, KWAN KANG BUILDING, 2-8 TEMPLE STREET, YAU MA TEI, KOWLOON",,2024-04-28,22.31155999112481,114.17030154455932,469.0
RL,61,2261818385,鏞鏞‧藝嚐館,"SHOP NO. 701, ON LEVEL 7, K11 ARTUS, VICTORIA DOCKSIDE, 18 SALISBURY ROAD, TSIM SHA TSUI, KOWLOON",,2024-05-05,22.293429892646813,114.17402185228376,414.0
RL,61,2261818394,Coucou Hotpot．Tea Break,"SHOP NO. B124, B1/F, K11, 18 HANOI ROAD, TSIM SHA TSUI, KOWLOON",,2024-05-07,22.29752579345252,114.17363779348022,413.0
RL,61,2261818400,HIYAMA,"SHOP OTE 302, LEVEL 3, OCEAN TERMINAL, HARBOUR CITY, TSIM SHA TSUI, KOWLOON",#G#H,2024-05-11,22.294985070961985,114.166718700047,398.0
RL,61,2261818428,Chinese Sauerkraut Fish,"18/F, PRINCE TOWER, 12A PEKING ROAD, TSIM SHA TSUI, KOWLOON",,2024-05-14,22.296588906225097,114.17129857194205,400.0
RL,61,2261818437,FAM,"UNIT GF-01-03, G/F, 22 MUSEUM DRIVE, WEST KOWLOON CULTURAL DISTRICT, KOWLOON",#G,2024-05-18,22.298991997865485,114.15588861059206,629.0
RL,61,2261818446,高流灣海鮮火鍋,"2/F, WINFIELD COMMERCIAL BUILDING, 6-8 PRAT AVENUE, TSIM SHA TSUI, KOWLOON",#F#G,2024-05-19,22.298689453070367,114.17427456666452,407.0
RL,61,2261818455,SUKIYAKI ISEKUMA YAKITORI KUSHIAGE KIDO,"SHOP NOS. G12 & G13, G/F, NO. 8 MINDEN AVENUE, TSIM SHA TSUI, KOWLOON",#G#H,2024-05-20,22.29672687235136,114.17416887086546,413.0
RL,61,2261818464,Hue and Ink,"G/F. & 1/F, HONG KONG MUSEUM OF ART, 10 SALISBURY ROAD, TSIM SHA TSUI, KOWLOON",#F,2024-05-21,22.293522596495933,114.17219367538218,414.0
RL,61,2261818473,CAFE 100%,"SHOP NO. B2-09, 2ND BASEMENT, THE KOWLOON HOTEL, 19-21 NATHAN ROAD, TSIM SHA TSUI, KOWLOON",,2024-05-21,22.29574920716497,114.17173225161235,400.0
RL,61,2261818482,Kowloon Restaurant,"MAJOR PORTION OF SHOP A AND SHOP B, G/F, LOKVILLE COMMERCIAL BUILDING, NO 25-27 LOCK ROAD, TSIM SHA TSUI, KOWLOON",,2024-05-25,22.297857297723112,114.17140217226527,400.0
RL,61,2261818491,Genki Sushi,"SHOP NOS. 38-39, UG/F, CHINA HONG KONG CITY, 33 CANTON ROAD, TSIM SHA TSUI, KOWLOON",#G#H,2024-05-25,22.30019987202259,114.16745790008804,398.0
RL,61,2261818507,tirpse,"SHOP NO. 219, LEVEL 2, K11 MUSEA VICTORIA DOCKSIDE, 18 SALISBURY ROAD, TSIM SHA TSUI, KOWLOON",#F#G#H,2024-05-25,22.293429892646813,114.17402185228376,414.0
RL,61,2261818525,SHAKE SHACK,"SHOP 1005-1006 AND OPEN SEATING AREA FOR SHOP 1005-1006, 1/F, ELEMENTS, 1 AUSTIN ROAD WEST, KOWLOON",,2024-05-26,42.45035000725201,-72.07973002087313,
RL,61,2261818534,Bape cafe,"PORTION A OF SHOP G301, G/F, GATEWAY ARCADE, HARBOUR CITY, TSIM SHA TSUI, KOWLOON",#G,2024-05-26,22.29934000000003,114.16835000000005,398.0
RL,61,2261818543,Big Sweet House,"SHOP C, G/F, DAVID MANSION, 93-103 WOOSUNG STREET, JORDAN, KOWLOON",,2024-05-27,22.306191340231425,114.1702298792872,488.0
RL,61,2261818561,RICKY'S KITCHEN,"SHOP B233A, BASEMENT 2, K11 ART MALL, 18 HANOI ROAD, TSIM SHA TSUI, KOWLOON",,2024-05-31,22.29752579345252,114.17363779348022,413.0
RL,61,2261818570,T-Fresh,"SHOP A, G/F, 19 CAMERON ROAD, TSIM SHA TSUI, KOWLOON",,2024-06-01,22.299220320907992,114.17404289086072,407.0
RL,61,2261818598,No Record,"SHOP 2132A, SECOND FLOOR, ELEMENTS, 1 AUSTIN ROAD WEST, TSIM SHA TSUI, KOWLOON",,2024-06-02,22.304838584877945,114.16180589895782,629.0
RL,61,2261818613,FORTNUM & MASON,"SHOP 022 ON LEVEL 0 AND SHOP 122 ON LEVEL 1 OF,  K11 ATELIER, VICTORIA DOCKSIDE, 18 SALISBURY ROAD, TSIM SHA TSUI, KOWLOON",#E#F#G#H,2024-06-04,22.293429892646813,114.17402185228376,414.0
RL,61,2261818622,架己冷,"G/F, 163 SHANGHAI STREET, KOWLOON",,2024-06-09,22.307247334302986,114.16956938531696,486.0
RL,61,2261818631,DANG WEN LI BY DOMINIQUE ANSEL,"SHOP G63A, GROUND FLOOR, OCEAN TERMINAL, HARBOUR CITY, TSIM SHA TSUI, KOWLOON",,2024-06-10,22.294985070961985,114.166718700047,398.0
RL,61,2261818659,Fu Wah Cafe,"MAJOR PORTION OF SHOP NOS. 59, 60, 61, 62, 63, 64, 65 AND 66, G/F, HARBOUR CRYSTAL CENTRE, NO.100 GRANVILLE ROAD, TSIM SHA TSUI EAST, KOWLOON",,2024-06-10,22.300870717643235,114.17834020879974,414.0
RL,61,2261818668,Jang Dok Korean Restaurant,"SHOP A, 1/F., LANDWIDE COMMERCIAL BUILDING, NO. 118-120 AUSTIN ROAD, TSIM SHA TSUI, KOWLOON",#G,2024-06-11,22.30312758698274,114.17300747436144,403.0
RL,61,2261818686,Bloom By Wang Jia Sha,"SHOP NO. 136, LEVEL 1, K11 MUSEA, VICTORIA DOCKSIDE, 18 SALISBURY ROAD, TSIM SHA TSUI, KOWLOON",,2024-06-18,22.293429892646813,114.17402185228376,414.0
RL,61,2261818695,Amelia By Paulo Airaudo,"SHOP OT G63, G/F., OCEAN TERMINAL, HARBOUR CITY, TSIM SHA TSUI, KOWLOON",#E#F#G,2024-06-18,22.294985070961985,114.166718700047,398.0
RL,61,2261818701,Ruby Tuesday,"SHOP NO. 313, LEVEL 3, K11 ART MALL, 18 HANOI ROAD, TSIM SHA TSUI, KOWLOON",,2024-06-23,22.29752579345252,114.17363779348022,413.0
RL,61,2261818710,AFURI ramen + dumpling,"SHOP L221, LEVEL 2, THE ONE, 100 NATHAN ROAD, TSIM SHA TSUI, KOWLOON",,2024-06-25,22.29972000000004,114.17217000000004,405.0
RL,61,2261818729,WAH KEE,"SHOP 1B, 2B, 9B, M/F, TSIM SHA TSUI MANSION, 83-97 NATHAN ROAD, TSIM SHA TSUI, KOWLOON",,2024-06-28,22.29770135241453,114.17180324633222,400.0
RL,61,2261818738,Chill Charcoal Grill,"SHOP 17, 18 & 19, G/F, NEW MANDARIN PLAZA, NO.14 SCIENCE MUSEUM ROAD, TSIM SHA TSUI, KOWLOON",,2024-07-01,22.300820000000044,114.17897000000004,414.0
RL,61,2261818747,HONG KONG CAFE,"SHOP D OF G/F. AND 1/F., ASHLEY MANSION, 10-14 ASHLEY ROAD, TSIM SHA TSUI, KOWLOON",,2024-07-01,22.29685268471802,114.17072156172748,399.0
RL,61,2261818756,HARA,"SHOP E & F, G/F, WAI HANG BLDG, 308A, 310 & 310A CANTON RD & 3, 3A & 5 KWUN CHUNG ST, JORDAN, KOWLOON",#F#G,2024-07-08,22.30336617785663,114.16843900185472,395.0
RL,61,2261818765,J.S. FOODIES TOKYO,"SHOP 2608-2609, LEVEL 2, GATEWAY ARCADE, HARBOUR CITY, TSIM SHA TSUI, KOWLOON",,2024-07-12,22.29934000000003,114.16835000000005,398.0
RL,61,2261818774,齊齊滾,"2/F, NO.33 CAMERON ROAD, TSIM SHA TSUI, KOWLOON",#G#H,2024-07-16,22.29955576467308,114.1748871999676,407.0
RL,61,2261818783,Wow Taste,"SHOP C, D & E, G/F, HAN HING MANSION, NOS. 38, 38A & 40 HAN KOW ROAD, TSIM SHA TSUI, KOWLOON",,2024-07-20,22.29762461609097,114.17122690666992,400.0
RL,61,2261818792,巴璧老火鍋,"2/F, GRAND PLACE, NO.560 NATHAN ROAD, KOWLOON",,2024-07-22,22.314455142391125,114.17061351899554,417.0
RL,61,2261818808,Fairwood Fast Food,"SHOP NOS. 105-109 & 110-113, 1/F, NEW MANDARIN PLAZA, 14 SCIENCE MUSEUM ROAD, TSIM SHA TSUI, KOWLOON",,2024-08-05,22.300820000000044,114.17897000000004,414.0
RL,61,2261818817,二鍋頭,"1/F, KATHERINE HOUSE, 53-55 CHATHAM ROAD SOUTH, TSIM SHA TSUI, KOWLOON",,2024-08-06,22.299220000000048,114.17567000000008,407.0
RL,61,2261818826,MEI FOO CAFE,"SHOP G39, G/F, PENINSULA CENTRE, 67 MODY ROAD, TSIM SHA TSUI, KOWLOON",,2024-08-12,22.29907669699708,114.17728568156122,414.0
RL,61,2261818835,鮮味道麵點王,"SHOP NO.2, G/F, MAN YING BUILDING, 2-24 MAN YING STREET, JORDAN, KOWLOON",,2024-08-17,22.307332536348767,114.16651937838948,481.0
RL,61,2261818844,Pano,"SHOP 1, AND OUTSIDE SEATING ACCOMMODATION AT SHOP FRONT, 1/F, ART PARK, WEST KOWLOON CULTURAL DISTRICT, KOWLOON",#A#G#H,2024-08-19,22.316670000000045,114.18333000000008,549.0
RL,61,2261818853,西貢越南真味,"SHOP A, G/F, 151 RECLAMATION STREET, YAU MA TEI, KOWLOON",,2024-09-01,22.31028237953329,114.16926135037528,470.0
RL,61,2261818862,有情有味,"SHOP A & B, G/F, 2L SAIGON STREET, JORDAN, KOWLOON",,2024-09-08,22.307373146669647,114.17035150070228,473.0
RL,61,2261818871,KO KO RO ZA SHI,"17/F, 17-19 ASHLEY ROAD, TSIM SHA TSUI, KOWLOON",#F#G#H,2024-09-09,22.29698704662593,114.17037974771596,399.0
RL,61,2261818880,I CAFE,"SHOP NO. 113-115, 1/F, PENINSULA CENTRE, 67 MODY ROAD, TSIM SHA TSUI, KOWLOON",,2024-09-23,22.29907669699708,114.17728568156122,414.0
RL,61,2261818899,Soulicious LTD,"SHOP NO. 6 & REAR PORTION OF SHOP NO. 7, G/F, KAM PO BUILDING, 42-50 PARKES STREET, JORDAN, KOWLOON",,2024-09-29,22.30449924352789,114.170815439043,394.0
RL,61,2261818905,Fukuoka Hambageu,"G/F, 11A HAU FOOK STREET, TSIM SHA TSUI, KOWLOON",,2024-10-06,22.29962642411684,114.17398790557588,407.0
RL,61,2261818914,MANAKAMANA NEPALI RESTAURANT,"GROUND FLOOR, NO. 107 TEMPLE STREET, JORDAN, KOWLOON",,2024-10-13,22.30468339404792,114.16955808272176,392.0
RL,61,2261818923,YE SHANGHAI,"SHOP NO. 601 ON LEVEL 6 AND SHOP NO. 702 ON LEVEL 7, K11 MUSEA, VICTORIA DOCKSIDE, 18 SALISBURY ROAD, TSIM SHA TSUI, KOWLOON",,2024-10-13,22.293429892646813,114.17402185228376,414.0
RL,61,2261818941,海三碗麵,"SHOP WEST, G/F., NO.1E KIMBERLEY STREET, TSIM SHA TSUI, KOWLOON",,2024-10-28,22.30059222891024,114.17523680914906,405.0
RL,61,2261818950,東海粥店,"SHOP 1, G/F, KO KIE BUILDING, NOS. 9 -11 JORDAN ROAD, JORDAN, KOWLOON",,2024-11-01,22.30584588009205,114.17220549386565,497.0
RL,61,2261818969,KUNO,"2/F, KAM LUNG COMMERCIAL CENTRE, NO. 2 HART AVENUE, TSIM SHA TSUI, KOWLOON",#G#H,2024-11-02,22.29818884390322,114.17439970847892,411.0
RL,61,2261818978,老點里,"SHOP D, G/F., KAM CHUNG BUILDING, 130-142 WOOSUNG STREET, JORDAN, KOWLOON",,2024-11-04,22.30461227349221,114.1702322262201,393.0
RL,61,2261818987,鼎王麻辣鍋,"SHOP NO.5 ON THE GROUND FLOOR OF THE COMMERCIAL DEVELOPMENT OF KIMBERLEY 26 NO. 55 CARNARVON ROAD AND NO. 26 KIMBERLEY ROAD,  KOWLOON ERECTED ON KOWLOON INLAND LOT NO.11147, KOWLOON",,2024-11-09,40.59683000231013,-98.22247003122348,
RL,61,2261818996,BLZ Restaurant,"G/F, 60  GRANVILLE ROAD & 1/F, FORTUNA HOUSE 58-60A GRANVILLE ROAD, TSIM SHA TSUI, KOWLOON",,2024-11-09,22.30014928723692,114.1752517289367,407.0
RL,61,2261819014,Shanghai Dimsum Craftman,"SHOP 1, GROUND FLOOR, AVA 62, NO. 62 SHANGHAI STREET, KOWLOON",,2024-11-10,22.30457044779536,114.1692841491519,392.0
RL,61,2261819023,David's Barbecue,"SHOP NO.16 (NO. 10 MAN YING STREET) ON GROUND FLOOR, MAN YING BUILDING, NOS. 1-23 MAN YUEN STREET, NOS. 2-24 MAN YING STREET, KOWLOON",,2024-11-10,22.30727302483622,114.16677720573114,481.0
RL,61,2261819078,Niras,"SHOP NO. 704 ON LEVEL 7 OF K11 MUSEA, VICTORIA DOCKSIDE, 18 SALISBURY ROAD, TSIM SHA TSUI, KOWLOON",,2024-12-22,22.293429892646813,114.17402185228376,414.0
RL,61,2261819087,Outback Steakhouse,"SHOP 304, 3/F, SILVERCORD, 30 CANTON ROAD, TSIM SHA TSUI, KOWLOON",,2025-01-06,22.297330453199024,114.16942521658234,399.0
RL,61,2261819096,Crystal Ballroom,"2/F, THE CITYVIEW, 23 WATERLOO ROAD, KOWLOON",,2025-01-11,22.313850262348467,114.17173635874492,417.0
