TYPE,DIST,LICNO,SS,ADR,INFO,EXPDATE
RR,52,3152802379,WE + BAR,九龍土瓜灣譚公道16-26號長城大廈地下5A號鋪,,2024-03-13
RR,52,3152802388,紅燈籠,九龍紅磡崇志街20-30號明華閣地下C鋪,,2024-03-22
RR,52,3152802397,泓一拉麵,九龍紅磡德民街29號德民大廈地下F4鋪,,2024-04-17
RR,52,3152802412,OSLO,九龍九龍城南角道15號地下,,2024-04-19
RR,52,3152802421,煎餅廚房,九龍紅磡蕪湖街83號地下7號舖,,2024-04-25
RR,52,3152802430,生發魚蛋粉,九龍紅磡明安街17號黃埔唐樓地下B103號舖,,2024-06-06
RR,52,3152802449,FULLCUP MOTORCYCLE CAFE,九龍土瓜灣馬頭角道91號地下,,2024-07-10
RR,52,3152802458,品甜,九龍土瓜灣譚公道34E號建安大廈地下G號鋪,,2024-07-11
RR,52,3152802476,流浪星卡拉OK酒廊,九龍紅磡黃埔花園第8期地庫一層B1號舖,#B,2024-08-14
RR,52,3152802500,知味土雞專門店,九龍九龍城土瓜灣馬頭圍道208號地下,,2024-09-19
RR,52,3152802519,BLACK SUGAR,九龍太平道8號地下,,2024-09-22
RR,52,3152802528,V 歌廊餐廳,九龍城南道7-9號海成樓地下A舖,,2024-09-25
RR,52,3152802537,MALTY (WP),"九龍紅磡民泰街53-73,73A,73B & 73C號地下 F2舖",,2024-10-10
RR,52,3152802564,CITYBAR,九龍土瓜灣漆咸道北436-450號富運大廈地下3號舖,,2024-11-29
RR,52,3152802573,HEA吧,九龍九龍城打鼓嶺道78號地下,,2024-12-07
RR,52,3152802582,PACIFIC COFFEE COMPANY,九龍紅磡黃埔花園第9期G15號鋪,,2025-01-17
RR,52,3152802607,客家原味粉,九龍紅磡崇志街25號地下,,2024-02-22
RR,52,3152802634,I'S CORNER,九龍紅磡北拱街8號薈點地下1鋪,,2024-03-20
RR,52,3152802670,Starbucks Coffee,九龍九龍城賈炳達道128號九龍城廣場 地下低層LG10鋪及鋪前部份走廊,,2024-05-30
RR,52,3152802689,珍寶豆漿餃子,九龍土瓜灣馬頭圍道127號地下A舖,,2024-07-20
RR,52,3152802722,超級酒吧,九龍九龍城城南道20C號金慧商場地下(部份)及地庫,,2024-09-06
RR,52,3152802731,Starbucks Coffee,九龍紅磡紅鸞道及華信街交界香港嘉里酒店 地下1號鋪,,2024-09-20
RR,52,3152802740,Starbucks Coffee,九龍九龍城太子道西366號地下,,2024-11-05
RR,52,3152802759,ARE U LABELER,九龍梭椏道25A號地下,,2024-12-20
RR,52,3152802768,都市樂,九龍紅磡德民街29號德民大廈地下H2舖,,2024-02-14
RR,52,3152802786,港英娛業,九龍九龍城聯合道78號地下,,2024-03-21
RR,52,3152802795,樂園粉麵魚蛋大王,九龍紅磡寶其利街2A-2H號黃埔唐樓地下C103鋪,,2024-03-25
RR,52,3152802801,謝絕掃興有限公司,九龍土瓜灣美景街47號地下B鋪,,2024-03-27
RR,52,3152802810,鴻仔記,九龍九龍城承啟道28號晴朗商場地下A030舖,,2024-04-11
RR,52,3152802829,太平洋酒吧,九龍九龍城太子道西368-374號龍珠樓 地庫1-40號鋪及地下1號鋪,#C,2024-05-02
RR,52,3152802847,來多碗香港車仔麵 - 紅磡分店,九龍紅磡民裕街9-31號馬頭圍道23-35H號 隆基大廈地下6號舖,,2024-05-16
RR,52,3152802856,Home Kitchen,九龍九龍城勝利道16號金碧大廈地下A鋪,,2024-05-22
RR,52,3152802865,& Green,九龍紅磡愛景街8號海濱南岸地下1B鋪,,2024-06-13
RR,52,3152802874,RegalPatisserieCoffeecake,香港九龍九龍城沙浦道30至38號富豪東方酒店地下A部份,,2024-07-17
RR,52,3152802883,LAYER'S Cafe & Pancakes,九龍九龍城福佬村道19號地下,,2024-08-20
RR,52,3152802892,Pacific Coffee Company,香港九龍太子道327號聖德肋撒醫院東翼地下空間,,2024-09-10
RR,52,3152802917,麥奀雲吞麵世家,九龍紅磡黃埔花園4期棕櫚苑地下G12號鋪,,2024-10-10
RR,52,3152802926,RINGS CAFE,九龍九龍城衙前塱道8號地下,,2024-10-14
RR,52,3152802935,餃撚店,九龍土瓜灣馬頭圍道187-187A號C座地下2號舖,,2024-11-14
RR,52,3152802971,Corner Cafe,九龍紅磡德豐街20號地下(部份) 及舖側露天座位,#A,2025-01-31
RR,52,3152802980,梅姐水餃麵,九龍紅磡崇潔街26號地下,,2024-03-12
RR,52,3152802999,Chiller,九龍土瓜灣馬頭角道50號迎豐地下18號舖,,2024-03-21
RR,52,3152803017,Lamees,九龍土瓜灣北帝街145號順輝大廈地下2鋪,,2024-04-11
RR,52,3152803026,Pacific Coffee Company,九龍九龍灣承昌道1號香港兒童醫院B座1樓部分,,2024-05-09
RR,52,3152803035,品臻,九龍何文田天光道28號曉暉華庭地下2號鋪,,2024-06-10
RR,52,3152803044,川味香,九龍紅磡德民街29號地下J1舖,,2024-06-13
RR,52,3152803062,泰昌餅家,九龍紅磡必嘉街92-112紅磡灣中心地下17號舖主要部份,,2024-07-01
RR,52,3152803071,鳥山商號,九龍紅磡蕪湖街111號蕪湖居地下C2鋪,,2024-07-11
RR,52,3152803105,啟德甜森甜品專門店,九龍九龍城沐翠街晴朗商場地下B005號舖,,2024-09-02
RR,52,3152803114,刕舙馫麵館,九龍土瓜灣馬頭圍道23至35H號及 民裕街9至31號隆基大廈A座地下3號鋪,,2024-09-04
RR,52,3152803132,咖啡煮意,九龍紅磡馬頭圍道37-39號 紅磡商業中心地下4A及4B舖,,2024-11-03
RR,52,3152803141,燒烤堂,九龍紅磡德民街29號德民大廈地下J2鋪,,2024-12-01
RR,52,3152803169,任你點車仔麵,九龍九龍城衙前圍道7號地下及閣樓,,2024-12-16
RR,52,3152803196,Smart Cafe,九龍土瓜灣 新山道20-32號 炮仗街93號 地下B舖,,2025-01-23
RR,52,3152803202,慵懶生物,九龍太子道西379號家歡樓地下J鋪,,2024-01-23
RR,52,3152803211,荷東,九龍九龍城 打鼓嶺道58及60號 地下及閣樓,#C,2024-02-19
RR,52,3152803220,熊貓小雲吞,九龍何文田忠孝街60號 愛民邨愛民廣場地下G37C號舖,,2024-03-04
RR,52,3152803239,豚道樂,九龍紅磡 百合苑黃埔花園九號水產 地下2號鋪,,2024-03-11
RR,52,3152803257,賢友餐室,九龍麟祥街26號地下主要部份,,2024-04-08
RR,52,3152803266,肥仔記麵家,九龍土瓜灣 土瓜灣道269號地下,,2024-05-12
RR,52,3152803284,JOHN CHOY CAFE,九龍土瓜灣偉景街3號 恒景閣地下18及19號舖,,2024-05-31
RR,52,3152803293,NOC COFFEE,九龍九龍城德豐街 黃埔花園第9期地下42號舖,,2024-07-22
RR,52,3152803318,串門子,九龍紅磡 必嘉街87號地下,,2024-09-21
RR,52,3152803327,地道館麵家,九龍何文田忠孝街60號愛民商場地下G02舖,,2024-09-28
RR,52,3152803336,超級男孩,九龍九龍城打鼓嶺道68號地下,,2024-10-20
RR,52,3152803345,非飯,九龍紅磡馬頭圍道88號 海青閣地下C舖,,2024-12-28
RR,52,3152803354,成發牛什粉麵,九龍忠孝街60號愛民上邨 愛民邨街市地下W32號檔位,,2024-01-11
RR,52,3152803363,Five to One,九龍何文田勝利道6號地下,,2024-01-13
RR,52,3152803381,鮮芋仙,九龍紅磡黃埔花園第8期 黃埔美食坊地下 G01鋪,,2024-03-15
RR,52,3152803390,譚仔三哥米線,"九龍忠孝街60號 愛民上邨愛民廣場地下 G5A, G6AB, G6C號舖",,2024-03-15
RR,52,3152803406,花火和食,"九龍紅磡崇安街23號 環海﹒東岸1樓17, 18, 26 & 27舖",,2024-03-22
RR,52,3152803415,鄉港,九龍紅磡馬頭圍道23至35H號隆基大樓地下29K號鋪,,2024-07-20
RR,52,3152803424,SIX SIU,九龍土瓜灣馬頭角道50號 迎豐地下6C號鋪,,2024-08-04
RR,52,3152803433,HALFWAY COFFEE,九龍梭椏道4A號榮英大廈地下南邊部份4號A鋪,,2024-08-31
RR,52,3152803442,北斗,九龍九龍城福佬村道59號地下B號舖,,2024-11-09
RR,52,3152803460,PERHAPS,九龍紅磡紅磡灣中心地下6號鋪,,2024-11-28
RR,52,3152803488,LE JARDIN,九龍紅磡馬頭圍道37-39號 紅磡商業中心B座3樓 小部份,,2025-01-04
RR,52,3152803497,DUET CUTS & CUPS,九龍紅磡黃埔花園第三期地下28號舖A部份,,2025-01-26
RR,52,3152803503,千盛,九龍何文田窩打老道72號地下B鋪,,2024-02-15
RR,52,3152803512,YORU,九龍土瓜灣新山道24號炮仗街93號地下E號鋪,,2024-03-17
RR,52,3152803521,紅寶石餐室,九龍紅磡老龍坑街１號Ｆ地下,,2024-04-03
RR,52,3152803549,Yukkuri,九龍九龍城太子道西424號地下(主要部份),,2024-06-26
RR,52,3152803558,Rim Coffee,九龍土瓜灣馬頭圍道63號啟岸1樓104舖,,2024-07-03
RR,52,3152803567,SUBWAY,九龍紅磡德民街27號地下D2鋪,,2024-07-24
RR,52,3152803576,BLACK SUGAR,九龍紅磡黃埔花園第三期地下G17鋪,,2024-08-04
RR,52,3152803585,TANUKI COFFEE,九龍馬頭圍道63號啟岸地下18號鋪,,2024-08-23
RR,52,3152803594,HAP COFFEE,九龍九龍塘聯合道320號建新中心地下9號及16號舖,,2024-08-29
RR,52,3152803600,The Grove,九龍馬頭圍道63號啟岸地下26-27號鋪,,2024-09-14
RR,52,3152803619,伊間珈琲,九龍紅磡馬頭圍道63號啟岸地下15號舖,,2024-10-17
RR,52,3152803628,Second Round,九龍紅磡漆咸道北391號高發大廈地下,,2024-10-17
RR,52,3152803637,Out Of Office,"九龍美善同里8號美怡大廈地下1,2及3鋪",,2024-10-26
RR,52,3152803646,YOI COFFEE & BAKERY,九龍九龍城龍崗道20號地下,,2024-11-02
RR,52,3152803655,陳茶館,九龍紅磡黃埔花園第三期百寶坊地下12號鋪,,2024-11-27
RR,52,3152803664,STILL,九龍土瓜灣馬頭圍道63號啓岸1樓6號鋪,,2024-11-29
RR,52,3152803673,尖仔記車仔麵小食店,九龍紅磡崇潔街38號地下,,2024-12-16
RR,52,3152803682,Antoshimo,九龍紅磡蕪湖街111號蕪湖居地下B鋪,,2025-01-05
RR,52,3152803691,潮記粉麵,九龍晴朗商場地下A029舖,,2024-03-29
RR,52,3152803707,SUBWAY,九龍土瓜灣馬頭圍道410號地下,,2024-05-08
RR,52,3152803716,御來光茶社,九龍土瓜灣馬頭圍道63號啟岸地下17鋪,,2024-05-29
RR,52,3152803725,Starbucks Coffee,九龍何文田何文田邨 何文田廣場2樓232A及232B號鋪,,2024-06-05
RR,52,3152803734,景霖四川麻辣米線,"九龍紅磡民泰街2-32號德民街17-27,27A-G號 黃埔新邨F及G座榮華樓及遠華樓5座地下 6B(B1鋪部份)",,2024-06-19
RR,52,3152803743,NOC COFFEE CO.,九龍沐泰街7號PARKSIDE AT THE HENLEY  零售區2座1樓F&B 5號鋪,,2024-06-25
RR,52,3152803752,Starbucks Coffee,九龍九龍城農圃道18號地下低層5號舖,,2024-06-27
RR,52,3152803761,NOC COFFEE CO.,九龍沐泰街7號PARKSIDE AT THE HENLEY 零售區2座地下 F&B 1號鋪,,2024-07-11
RR,52,3152803770,鴻御百年山西大同刀削面,九龍紅磡寶其利街43號地下,,2024-07-17
RR,52,3152803789,渡邊屋,九龍九龍城衙前圍道122號地下H舖,#G#H,2024-08-10
RR,52,3152803798,銘興山西刀削面,"九龍德民街17-27,27A-G號 民泰街2-52號(黃埔新邨F & G座) 永華樓及遠華樓地下B2A及B2B號鋪",,2024-08-17
RR,52,3152803804,馬拉GO,九龍馬頭圍道63號啟岸1樓108號舖,,2024-10-11
RR,52,3152803813,BADGERS CAFE,九龍紅磡必嘉圍8號御悅地下B鋪,,2024-12-06
RR,52,3952803981,金蘭拉麵,九龍紅磡環海街7號大環山游泳池一樓,,2024-01-11
RR,52,3952803990,開心麻辣燙,九龍土瓜灣馬頭圍道185號地下9A號鋪,,2024-01-20
RR,52,3952804009,ADAM'S CAFE,九龍何文田何文田邨 何文田廣場何文田街市地下S1及S4檔位,,2024-02-01
RR,52,3952804018,沙縣小吃,九龍紅磡蕪湖街63-69號兆寶閣地下C&D舖,,2024-02-10
RR,52,3952804027,Day And Night,"九龍土瓜灣 漆咸道北495, 497,499,501及503號 江西街3, 5 及7號安亨大廈地下G舖",,2024-02-23
RR,52,3952804036,高山文化,九龍紅磡高山道77號高山劇場新翼1樓部份,,2024-02-29
RR,52,3952804045,沒有記錄,九龍九龍城打鼓嶺道74號地下,,2024-03-04
RR,52,3952804054,LENTO COFFEE,九龍九龍城太子道西428-430號地下A鋪,,2024-03-05
RR,52,3952804063,Starbucks Coffee,九龍啟德協調道2號AIRSIDE地庫1樓B130舖,,2024-03-20
RR,52,3952804072,迷客夏,九龍新蒲崗啟德協調道2號AIRSIDE地庫第一層34B號鋪,,2024-03-24
RR,52,3952804081,Grind & Brew,九龍啟德協調道2號 AIRSIDE 2樓L218B及L218C號舖,,2024-03-27
RR,52,3952804090,Pickabowl,九龍啟德協調道2號 AIRSIDE 1樓L105鋪,#G,2024-04-09
RR,52,3952804106,新富盈川味米線・湯飯,九龍土瓜灣北帝街27C號地下,,2024-04-23
RR,52,3952804115,沒有記錄,九龍土瓜灣馬頭圍道292號華安閣地下A舖,,2024-04-30
RR,52,3952804124,喫茶舍,九龍紅磡紅磡灣中心地下G9A鋪,,2024-05-13
RR,52,3952804133,袁記雲餃,九龍紅磡蕪湖街34號地下B&C號舖,,2024-05-27
RR,52,3952804142,TREEHOUSE,九龍啟德協調道2號AIRSIDE地下 G013 號鋪,,2024-05-28
RR,52,3952804151,沒有記錄,九龍紅磡德民街29號德民大廈地下E1鋪,,2024-05-29
RR,94,3194000085,合記,新界元朗安寧路142號地下,,2024-06-30
RR,94,3194000094,勝利牛丸,新界元朗谷亭街傑民樓地下3B號,,2024-06-30
RR,94,3194000100,獅烤,新界元朗元朗市地段339號裕榮徑好旺洋樓地下11號鋪,,2024-06-30
RR,94,3194000137,凡直友里,新界元朗建業街滿利大廈地下H鋪及鋪前露天座位,#A,2024-06-30
RR,94,3194000164,Magic,新界元朗安樂路59至61號 永興大廈地下1號舖,,2024-01-08
RR,94,3194000207,利豐小食,新界元朗西堤街2號恆暉大廈地下3號舖,,2024-09-14
RR,94,3194000243,永年士多,新界元朗教育路88號寶城洋樓地下2、3及4號鋪,,2024-06-30
RR,94,3194000261,雲貴棧,新界元朗洪水橋 翠珊園7號舖,,2024-07-03
RR,94,3194000313,生利,新界元朗流浮山球前街7號地下,,2024-06-30
RR,94,3194000377,朱兆記,新界元朗安良里7號 寶益樓地下8號鋪及鋪前露天座位,#A,2024-08-03
RR,94,3194000410,榮記香港仔魚蛋粉,新界元朗合益路38至42號運興大廈地下3號鋪及閣樓,,2024-09-11
RR,94,3194000438,甜心鮮果園,新界元朗安寧路138-160號紫荊樓第二期地下N1舖,,2024-12-18
RR,94,3194000447,鴻福堂,新界元朗天水圍天華路30號天頌苑 T TOWN SOUTH地下SG03鋪,,2024-06-17
RR,94,3194000508,許祥順食店,新界元朗擊壤路17號 順發樓地下B舖(部份),,2024-08-28
RR,94,3194000544,歡樂茶室,新界元朗大陂頭徑34號 豐年樓B座地下及鋪前露天座位,#A,2024-05-07
RR,94,3194000571,佳記甜品,新界元朗教育路49號地下側舖,,2024-11-06
RR,94,3194000632,BLISS PUB,新界元朗鳳翔路 偉發大廈地下18號鋪,,2024-12-03
RR,94,3194000641,HA HA,新界元朗錦田大馬路217號,,2024-06-30
RR,94,3194000687,B記車仔麵,新界元朗天水圍天湖路1號 嘉湖新北江商場二期1樓F13C-F13D及F13E號舖,,2024-01-29
RR,94,3194000711,好滿,新界元朗地段第139號安寧路好景樓地下1號,,2024-06-30
RR,94,3194000739,合發美食,新界元朗元朗市地段第119-81號媽廟路同發大廈C座地下,,2024-06-30
RR,94,3194000784,太陽與海,新界元朗 炮仗坊14號地下D舖,,2024-09-06
RR,94,3194000793,歡樂吧,新界元朗元朗市地段127號 元朗安樂路61號 永興大廈地下3及4號舖,,2025-02-03
RR,94,3194000845,醉河卡拉OK,新界元朗錦田泰康圍91及92號,,2024-06-30
RR,94,3194000915,誠樂廚房,新界元朗錦田大馬路4號地下,,2024-06-30
RR,94,3194001033,泰好運泰國菜,新界元朗福田徑2至16號 樂富大廈地下5B號舖,,2024-12-23
RR,94,3194001060,銀河牛腩牛雜粉麵,新界元朗鳳琴街15-21號鴻運中心地下71號舖,,2024-02-12
RR,94,3194001149,泰興美食,新界元朗流浮山 正大街17號地下,,2024-04-16
RR,94,3194001158,啤酒站,新界元朗錦綉大道 丈量約份第104約地段 第3250號A段第3分段 江夏堂地下,,2024-09-10
RR,94,3194001194,富士吧,新界元朗元朗市地段第318號 鳳群街19號玉龍樓商場地下13號鋪,,2024-06-04
RR,94,3194001219,大興美食,新界元朗129約流浮山球前街28號地下,,2024-02-25
RR,94,3194001255,長樂,新界元朗流浮山正大街70號,,2024-06-30
RR,94,3194001264,大發,新界元朗洪水橋丈量約份第124約地段第4177號 青山公路德祥樓地下28號鋪,,2024-06-30
RR,94,3194001486,安樂園,新界元朗流浮山球前街10號,,2024-06-30
RR,94,3194001501,勝利牛丸,新界元朗元朗市地段第425號裕景坊20號地下,,2024-06-30
RR,94,3194001547,永旺茶餐廳,新界元朗建德街26號 益利大廈地下11號鋪,,2024-09-17
RR,94,3194001635,Fever 2,新界元朗元朗市地段第120號 媽廟路幸福樓地下15號鋪,,2024-06-30
RR,94,3194001644,金翁,新界元朗 鳳群街2號 年發大廈 地下24號鋪,,2024-04-10
RR,94,3194001741,天天食店,新界元朗阜財街宏豐大廈地下15號舖,,2024-06-30
RR,94,3194001778,蔚濠海鮮酒家,新界元朗新田錦綉花園大道 104約3250號B地段24A(部份)地下,,2024-12-19
RR,94,3194800041,尼泊爾店,新界元朗 紅綿圍15至17號 兆景樓地下15A號鋪後部份,,2024-05-31
RR,94,3194800175,至尊茶冰美食坊,新界元朗 洪水橋 丹桂村路1號 麗虹花園 地下2B號鋪,,2024-10-05
RR,94,3194800218,南記麵家,新界元朗地段第106號 媽廟路34號 永發大樓地下G鋪,,2024-12-08
RR,94,3194800227,Bingo,新界元朗 鳳琴街22號 金龍樓 地下18號鋪,,2024-12-14
RR,94,3194800236,得苑粥品店,新界元朗洪水橋 洪堤路8號 雅珊園地下15號鋪,,2024-12-14
RR,94,3194800272,輝記香港仔魚旦粉,新界元朗 紅棉圍26-30號 牡丹樓地下D鋪,,2025-01-26
RR,94,3194800324,生記山西刀削麵,新界元朗 青山公路206-216號 華昌樓地下D室,,2024-11-06
RR,94,3194800333,1523 釗級廚房,新界元朗馬田路38號 怡豐花園地下18號鋪,,2025-01-08
RR,94,3194800360,V-Zone Lounge & Restaurant,新界元朗達輝徑1號 足彬大廈地下6號鋪,,2024-04-09
RR,94,3194800403,小鍋米線,新界元朗西裕街5-11號 金福閣地下7及10號鋪,,2024-09-27
RR,94,3194800421,十八座狗仔粉,新界元朗建業街59號慶年大廈地下3號鋪,,2025-01-06
RR,94,3194800485,新趣苑,新界元朗元朗市地段第311號西菁街 富盛大廈商場地下9號鋪及鋪前露天座位,#A,2024-06-09
RR,94,3194800582,川味軒,新界元朗天水圍嘉湖新北江商場一樓A部份C46D鋪,,2024-11-26
RR,94,3194800634,渝家風,新界元朗又新街61-65號運興樓地下及閣樓2號鋪,,2024-05-13
RR,94,3194800643,夏日酒廊,新界元朗 屏昌徑聯發樓 第三座地下7號舖,,2024-06-16
RR,94,3194800661,川味美食,新界元朗裕景坊27-31號金倫大廈5號鋪地下,,2024-09-15
RR,94,3194800722,BAR CAT,新界元朗屏會街19號幸福樓一期地下13號鋪,,2024-12-21
RR,94,3194800759,好棧,新界元朗元朗安寧路188號 安寧大廈地下C鋪,,2024-01-28
RR,94,3194800786,Chow Chow Café,新界元朗鳳攸南街3號好順景大廈地下24號鋪 及鋪前露天座位,#A,2024-02-22
RR,94,3194800801,滔滔甜品,新界元朗元朗康樂路8號康樂廣場地下9號鋪 及鋪前露天座位,#A,2024-04-29
RR,94,3194800856,川味閣,新界元朗教育路70-86號豐裕大廈地下C號鋪,,2024-06-21
RR,94,3194800892,Crystal Cafe,"新界元朗鳳香街2-18號,鳳琴街15,17號及21,鳳翔路 17-31號鴻運中心地下61號鋪",,2024-11-08
RR,94,3194800935,Awesome,新界元朗屏昌徑14-48號/媽橫路11-13號 聯發樓地下4號鋪,,2024-12-23
RR,94,3194800962,順利粉麵荼餐廳,新界元朗炮仗坊37號地下,,2024-01-24
RR,94,3194800971,羅東肉焿番,新界元朗鳳翔路69號建輝大廈地下4號鋪,,2024-02-06
RR,94,3194800980,松記糖水店,新界元朗鳳翔路69號建輝大廈地下10-11號鋪 及鋪前露天座位,#A,2024-02-16
RR,94,3194801035,美至雞(雞汁砂鍋粉麵),新界元朗擊壤路17號順發大廈C鋪地下及部份閣樓,,2024-04-20
RR,94,3194801053,醉權,新界元朗福田徑2-16號樂富大廈地下1號鋪內的1C部份,,2024-05-15
RR,94,3194801105,鳥酌,新界元朗鳳琴街15-21號鴻運中心地下15及19號鋪,,2024-08-18
RR,94,3194801123,深仔記,新界元朗建業街88號仁義大廈地下A鋪及鋪前露天座位,#A,2024-01-16
RR,94,3194801169,PACIFIC COFFEE COMPANY,新界元朗錦綉花園市中心B座地下B號鋪,,2024-03-07
RR,94,3194801178,豬小姐,新界元朗福田徑2至16號樂富大廈地下1B號鋪,,2024-05-10
RR,94,3194801266,八方雲集鍋貼水餃專門店,"新界元朗大棠路48A,48C-48H及48J-48K昌發大 廈地下4號鋪",,2024-12-19
RR,94,3194801275,怡怡泰菜,新界元朗福田徑2-16號樂富大廈地下6號鋪,,2024-12-19
RR,94,3194801284,磨飯,新界元朗鳳琴街15至21號鴻運中心地下14及18號鋪,,2025-01-07
RR,94,3194801318,有得餃,新界元朗合益路好景洋樓地下6及7號鋪,,2024-02-28
RR,94,3194801327,First Station,新界元朗鳳攸東街9號好順意大廈地下26號鋪,,2024-03-07
RR,94,3194801336,糖森林甜品,新界元朗鳳翔路69號建輝大廈地下9號鋪,,2024-03-11
RR,94,3194801354,一人前拉麵,新界元朗建業街56-86號聯發洋樓地下7號鋪,,2024-03-19
RR,94,3194801372,正宗川味米粉,新界元朗鳳攸南街9號好順利大廈地下2號鋪,,2024-03-25
RR,94,3194801424,夏茶-鳳攸街店,新界元朗鳳攸北街5-7號順豐大廈地下3號鋪,,2024-05-07
RR,94,3194801460,御麵,新界元朗裕榮徑11號好旺洋樓地下4號鋪,,2024-06-24
RR,94,3194801488,迎好,新界元朗洪水橋大街1號德祥樓地下31號鋪,,2024-08-01
RR,94,3194801503,老成都川菜,"新界元朗天水圍樂湖居新北江1/F, D05號鋪",,2024-09-22
RR,94,3194801521,梁記餃子麵坊,新界元朗擊壤路19-21號富祥樓地下1號鋪,,2024-12-03
RR,94,3194801549,富興潮洲粉麵,新界元朗又新街31-35A號怡豐大廈地下9號鋪,,2024-12-10
RR,94,3194801558,百利來美食,新界元朗鳳攸街南3號好順景大廈地下44號鋪,,2025-01-06
RR,94,3194801628,意情濃,新界元朗安駿里2號怡康大廈地下15號鋪 及鋪前露天座位,#A,2024-04-03
RR,94,3194801637,深記海南粉,新界元朗民合徑8號幸福樓2期地下13及14號鋪,,2024-04-15
RR,94,3194801646,PP THAI FOOD,新界元朗屏會街19號幸福樓一期地下1B號鋪,,2024-04-27
RR,94,3194801682,Starbucks Coffee,新界元朗朗日路8號形點II 3樓A335號鋪,,2024-07-03
RR,94,3194801707,肥仔海南雞,新界元朗鳳攸北街5號順豐大廈地下31號鋪,,2024-09-15
RR,94,3194801725,金銘潮州粉麵,新界元朗天水圍天湖路1號嘉湖新北江商場第二期1樓 F18號鋪,,2024-11-03
RR,94,3194801734,M KEE,新界元朗紅棗田八號地下,,2024-11-18
RR,94,3194801743,C3,新界元朗鳳翔路5號偉發大廈13號舖地下,,2024-11-19
RR,94,3194801752,菓之郎,新界元朗洪水橋洪堤路3號麗珊園地下13-15號鋪,,2024-12-01
RR,94,3194801761,蔡云記潮州牛什粉麵,新界元朗天水圍天瑞路88號俊宏軒地下G11號鋪,,2024-12-04
RR,94,3194801770,亞爺蘇記,新界元朗鳳攸東街9號好順意大廈地下15號鋪,,2024-12-28
RR,94,3194801798,Soul Bro Club,新界元朗鳳翔路偉發大廈地下16號鋪,,2024-01-26
RR,94,3194801804,Little Hide Cafe by Pillowtalk,新界元朗鳳攸北街9A昌威大廈地下28號,,2024-01-26
RR,94,3194801813,雙囍冰室,新界元朗錦田丈量約份109地段第14號 永隆圍38C號地下主要部分,,2024-02-12
RR,94,3194801831,德記粉麵,新界元朗天水圍天瑞邨天瑞邨街市地下T46號鋪,,2024-03-17
RR,94,3194801840,MOMENT CAFE,新界元朗鳳攸南街9號好順利大廈一座地下 63B-D號及鋪前露天座位,#A,2024-04-27
RR,94,3194801886,小松鼠,新界元朗馬田路38號怡豐花園地下22號鋪,,2024-05-31
RR,94,3194801901,B Too,新界元朗馬田路50號朗景臺地下19號鋪,,2024-06-17
RR,94,3194801956,糖森林,新界元朗大陂頭徑14-24號福星樓地下5號鋪及鋪前露天座位,#A,2024-08-30
RR,94,3194801965,添記糖水小食,新界元朗天水圍天湖路1號嘉湖新北江商場1期 原宿地帶地下A82-83號鋪,,2024-09-09
RR,94,3194801974,HOLA,新界元朗錦田丈量約份第103約地段第216號 K分段第1小段高埔村108號地下,,2024-10-13
RR,94,3194801992,SALAMAT CAFE,新界元朗馬田路38號怡豐花園地下3號鋪,,2024-11-04
RR,94,3194802010,CRAZY FEBRUARY,新界元朗錦田高埔村丈量約份第103 約地段第1053號映堤路105號地下,,2024-02-01
RR,94,3194802029,TERA PANCAKE HOUSE 寺,新界元朗元朗市地段504號元龍街9號形點I一樓1075號鋪,,2024-02-02
RR,94,3194802074,AT Vigor,新界元朗馬田路50號朗景臺地下20及21號鋪,,2024-03-30
RR,94,3194802083,二悅,新界元朗合益路9-15號紀業大廈地下G鋪,,2024-03-30
RR,94,3194802092,應姐車仔麵,新界元朗天水圍嘉湖山莊新北江商場一樓C47鋪,,2024-04-04
RR,94,3194802108,八敍美食,新界元朗媽廟路12-14號永發大廈地下J鋪,,2024-04-12
RR,94,3194802117,歡喜樓私房一號,新界元朗新田第102約第3360號地段地下,,2024-04-17
RR,94,3194802144,林園,新界元朗錦田大馬路地段第1620號,,2024-06-13
RR,94,3194802153,Next Station,新界元朗媽橫路7號富來花園地下10號鋪,,2024-06-26
RR,94,3194802162,天浮橋拉麵,新界元朗西菁街20號益輝大廈地下12號鋪,,2024-06-26
RR,94,3194802180,麵之神車仔麵,新界元朗鳳攸南街三號好順景大廈地下20號鋪,,2024-08-04
RR,94,3194802205,餃子館,新界元朗天水圍天湖路1號嘉湖新北江商場一期地下A106鋪,,2024-08-18
RR,94,3194802241,食神車仔麵,新界元朗鳳攸北街2-6號永富閣地下14A鋪,,2024-11-21
RR,94,3194802269,Starbucks Coffee,新界元朗   元朗廣場 2樓270-271鋪,,2025-01-12
RR,94,3194802278,屏山跑車餐廳,新界元朗屏山坑尾村105號地下,,2024-02-15
RR,94,3194802287,耍家嘢,"新界元朗 元朗市地段第292號 合益商業中心地下4,17及26號",,2025-02-07
RR,94,3194802302,Stage Pub,新界元朗西菁街2號興旺樓地下4號鋪,,2024-03-15
RR,94,3194802339,巧味館,新界元朗洪水橋洪堤路8號雅珊園地下14號鋪,,2024-04-02
RR,94,3194802357,八方雲集,新界元朗朗屏路1號朗屏邨朗屏商場閣樓M002D鋪,,2024-04-12
RR,94,3194802375,林記潮州魚蛋粉,新界元朗鳳攸北街5-9號順豐大廈地下5號鋪,,2024-05-10
