GEONAMEID,ENGLISHNAME,CLASS,TYPE,EASTING,NORTHING
536679,Mass Transit Railway Siu Hong Station-D Access,TRS,MTA,815856.38,830301.126
536706,Mass Transit Railway Siu Hong Station-B1 Access,TRS,MTA,815860.2,830285.87
552366,Mass Transit Railway Siu Hong Station-C3 Access,TRS,MTA,815831.237,830329.926
552365,Mass Transit Railway Siu Hong Station-C1 Access,TRS,MTA,815818.802,830292.488
536677,Mass Transit Railway Siu Hong Station-E Access,TRS,MTA,815905.469,830392.179
536678,Mass Transit Railway Siu Hong Station-C2 Access,TRS,MTA,815807.1599,830315.7709
552329,Mass Transit Railway Siu Hong Station-B2 Access,TRS,MTA,815868.2,830314.87
546122,Mass Transit Railway Fanling Station-A2 Access,TRS,MTA,832386,839141
562511,Mass Transit Railway Fanling Station-A1 Access,TRS,MTA,832371,839157
532288,Mass Transit Railway Fanling Station-B Access,TRS,MTA,832350.157,839137.808
562243,Mass Transit Railway Fanling Station-A3 Access,TRS,MTA,832369,839160
561710,Mass Transit Railway Fanling Station-C Access,TRS,MTA,832305.564,839223.961
532264,Mass Transit Railway Yuen Long Station-G2 Access,TRS,MTA,821688.059,834094.731
544068,Mass Transit Railway Yuen Long Station-J Access,TRS,MTA,821809.608,834099.802
21203726,Mass Transit Railway Sheung Shui Station-D3 Access,TRS,MTA,831223.753,840210.2
545045,Mass Transit Railway Sheung Shui Station-E Access,TRS,MTA,831276.395,840162.647
562391,Mass Transit Railway Sheung Shui Station-A3 Access,TRS,MTA,831200.052,840230.313
558607,Mass Transit Railway Sheung Shui Station-D1 Access,TRS,MTA,831206.916,840231.204
547917,Mass Transit Railway Sheung Shui Station-A4 Access,TRS,MTA,831217.533,840215.084
562488,Mass Transit Railway Sheung Shui Station-D2 Access,TRS,MTA,831229.623,840205.504
532285,Mass Transit Railway Sheung Shui Station-A1 Access,TRS,MTA,831199.404,840195.407
532286,Mass Transit Railway Sheung Shui Station-C Access,TRS,MTA,831185.442,840196.832
538178,Mass Transit Railway Tai Wai Station-C Access,TRS,MTA,836386.388,825948.433
21202649,Mass Transit Railway Tai Wai Station-H Access,TRS,MTA,836540.58,826020.364
21201710,Mass Transit Railway Kai Tak Station-C Access,TRS,MTA,838512.07,821322.433
21015504,Mass Transit Railway Kowloon Station-E1 Access,TRS,MTA,834599.596,818393.815
21015505,Mass Transit Railway Kowloon Station-E2 Access,TRS,MTA,834609.172,818422.597
21015506,Mass Transit Railway Kowloon Station-E3 Access,TRS,MTA,834620.918,818442.597
21015507,Mass Transit Railway Kowloon Station-E4 Access,TRS,MTA,834639.41,818487.384
21015508,Mass Transit Railway Kowloon Station-E5 Access,TRS,MTA,834647.772,818511.254
21015509,Mass Transit Railway Kowloon Station-E6 Access,TRS,MTA,834660.176,818539.366
538745,Mass Transit Railway Hung Hom Station-A3 Access,TRS,MTA,836742.4684,818350.3263
549741,Mass Transit Railway Hung Hom Station-C2 Access,TRS,MTA,836831.924,818210.145
544981,Mass Transit Railway Hung Hom Station-D4 Access,TRS,MTA,836703,817981
531391,Mass Transit Railway Hung Hom Station-D3 Access,TRS,MTA,836716,818047
544307,Mass Transit Railway Hung Hom Station-D1 Access,TRS,MTA,836694.2,818123.87
549463,Mass Transit Railway Hung Hom Station-D2 Access,TRS,MTA,836804,818103
537937,Mass Transit Railway Hung Hom Station-D5 Access,TRS,MTA,836687,817978
537910,Mass Transit Railway Hung Hom Station-B1 Access,TRS,MTA,836914,818349
545253,Mass Transit Railway Hung Hom Station-D6 Access,TRS,MTA,836725.4025,818134.8709
532023,Mass Transit Railway Hung Hom Station-C1 Access,TRS,MTA,836838.274,818269.4118
546373,Mass Transit Railway Hung Hom Station-B2 Access,TRS,MTA,836818.6295,818288.059
545796,Mass Transit Railway Hung Hom Station-A1 Access,TRS,MTA,836710,818279
546284,Mass Transit Railway Hung Hom Station-A2 Access,TRS,MTA,836739.161,818319.815
534184,Mass Transit Railway Hung Hom Station-C3 Access,TRS,MTA,836826.368,818150.349
536970,Mass Transit Railway Yuen Long Station-F Access,TRS,MTA,821687.4383,834065.6433
537037,Mass Transit Railway Yuen Long Station-H Access,TRS,MTA,821842.4018,834066.3625
561821,Mass Transit Railway Yuen Long Station-G1 Access,TRS,MTA,821668.785,834093.552
544186,Mass Transit Railway Yuen Long Station-B Access,TRS,MTA,821504.7504,834069.5673
21103949,Mass Transit Railway Yuen Long Station-K Access,TRS,MTA,821817.782,834063.329
549541,Mass Transit Railway Yuen Long Station-E Access,TRS,MTA,821629.754,834066.38
548079,Mass Transit Railway Yuen Long Station-A Access,TRS,MTA,821542.5,834094.154
21178062,Mass Transit Railway LOHAS Park Station-B Access,TRS,MTA,845697.252,817382.293
21177760,Mass Transit Railway Nam Cheong Station-A2 Access,TRS,MTA,833869.435,820967.753
21177759,Mass Transit Railway Nam Cheong Station-A1 Access,TRS,MTA,833870.149,820986.935
21177761,Mass Transit Railway Nam Cheong Station-D2 Access,TRS,MTA,833964.744,820816.245
21171047,Mass Transit Railway Exhibition Centre Station-B3 Access,TRS,MTA,836031.986,815817.673
21171057,Mass Transit Railway Exhibition Centre Station-A3 Access,TRS,MTA,836163.055,815828.765
21171056,Mass Transit Railway Exhibition Centre Station-A2 Access,TRS,MTA,836203.991,815853.941
21171050,Mass Transit Railway Exhibition Centre Station-A1 Access,TRS,MTA,836202.988,815831.735
21171055,Mass Transit Railway Exhibition Centre Station-B2 Access,TRS,MTA,836068.117,815856.505
21171060,Mass Transit Railway Admiralty Station-E Access,TRS,MTA,835154.006,815563.924
21171053,Mass Transit Railway Exhibition Centre Station-B1 Access,TRS,MTA,836062.202,815840.978
21157773,Mass Transit Railway Sung Wong Toi Station-B3 Access,TRS,MTA,837605.93,821056.373
21157770,Mass Transit Railway Sung Wong Toi Station-B2 Access,TRS,MTA,837603.786,821000.376
21157778,Mass Transit Railway Sung Wong Toi Station-B1 Access,TRS,MTA,837588.852,820883.364
21157767,Mass Transit Railway Sung Wong Toi Station-A Access,TRS,MTA,837819.086,820792.065
21157769,Mass Transit Railway Sung Wong Toi Station-D Access,TRS,MTA,837743.529,820735.312
21157763,Mass Transit Railway To Kwa Wan Station-B Access,TRS,MTA,837322.234,819881.303
21157764,Mass Transit Railway To Kwa Wan Station-C Access,TRS,MTA,837327.01,819698.354
21157765,Mass Transit Railway To Kwa Wan Station-D Access,TRS,MTA,837400.374,819592.526
21157762,Mass Transit Railway To Kwa Wan Station-A Access,TRS,MTA,837405.19,819868.249
537820,Mass Transit Railway Nam Cheong Station-B Access,TRS,MTA,833774.8717,820802.8016
560770,Mass Transit Railway Nam Cheong Station-D1 Access,TRS,MTA,834039.356,820744.41
543948,Mass Transit Railway Nam Cheong Station-C Access,TRS,MTA,833939.295,820664.5806
538324,Mass Transit Railway Nam Cheong Station-A Access,TRS,MTA,833860.413,820976.934
538325,Mass Transit Railway Tsing Yi Station-F Access,TRS,MTA,829143.2,824373.87
531396,Mass Transit Railway Tsing Yi Station-A2 Access,TRS,MTA,829146.2,824419.87
530027,Mass Transit Railway Tsing Yi Station-A1 Access,TRS,MTA,829088.2,824459.87
560177,Mass Transit Railway Tsing Yi Station-G Access,TRS,MTA,829139.2,824368.87
530336,Mass Transit Railway Tsing Yi Station-C Access,TRS,MTA,829082.2,824289.87
542394,Mass Transit Railway Central Station-D1 Access,TRS,MTA,834242.375,815881.8126
545157,Mass Transit Railway Central Station-J2 Access,TRS,MTA,834622.5,815795.9376
559433,Mass Transit Railway Cheung Sha Wan Station-C1 Access,TRS,MTA,834167.4839,821838.4156
21015049,Mass Transit Railway Lai Chi Kok Station-B2 Access,TRS,MTA,833332.3811,822054.1341
562386,Mass Transit Railway Sham Shui Po Station-D2 Access,TRS,MTA,834760.277,821379.815
529827,Mass Transit Railway Kowloon Bay Station-A Access,TRS,MTA,840109.754,820401.518
529254,Mass Transit Railway Diamond Hill Station-B Access,TRS,MTA,838861.014,822254.014
529678,Mass Transit Railway Tin Hau Station-B Access,TRS,MTA,837800.4262,815945.6259
531392,Mass Transit Railway Tai Wai Station-D Access,TRS,MTA,836410.4621,825994.2142
538593,Mass Transit Railway Tsim Sha Tsui Station-C1 Access,TRS,MTA,835778.1565,817549.6744
557575,Mass Transit Railway Tai Po Market Station-A3 Access,TRS,MTA,835568.3165,833867.9275
546476,Mass Transit Railway Mei Foo Station-A Access,TRS,MTA,832495.7221,821957.4288
562461,Mass Transit Railway Wong Tai Sin Station-D2 Access,TRS,MTA,838101.2554,822465.0733
560769,Mass Transit Railway Central Station-D2 Access,TRS,MTA,834230.4376,815897.8126
529954,Mass Transit Railway Wong Tai Sin Station-D1 Access,TRS,MTA,838138.9601,822499.8272
529600,Mass Transit Railway Mong Kok Station-B2 Access,TRS,MTA,835524.2115,820153.674
540144,Mass Transit Railway Mong Kok Station-E2 Access,TRS,MTA,835537.3235,819935.0062
543387,Mass Transit Railway Central Station-J3 Access,TRS,MTA,834619.5,815822.694
529601,Mass Transit Railway Mong Kok Station-C4 Access,TRS,MTA,835440.252,820014.651
21067809,Mass Transit Railway Cheung Sha Wan Station-A Access,TRS,MTA,834202.224,821789.295
529602,Mass Transit Railway Central Station-K Access,TRS,MTA,834484.625,815811.813
21111629,Mass Transit Railway East Tsim Sha Tsui Station Access,TRS,MTA,835709.324,817409.603
532297,Mass Transit Railway Tai Wai Station-G Access,TRS,MTA,836302.5106,825909.4998
530832,Mass Transit Railway North Point Station-B4 Access,TRS,MTA,838723.5626,816867.25
530436,Mass Transit Railway Tai Koo Station-B Access,TRS,MTA,840199.625,816175.5
529718,Mass Transit Railway Fo Tan Station-A Access,TRS,MTA,838442.8385,828386.3369
21141899,Mass Transit Railway Kai Tak Station-D Access,TRS,MTA,838529.815,821195.104
537552,Mass Transit Railway Lai Chi Kok Station-C Access,TRS,MTA,833171.1352,821994.2367
537553,Mass Transit Railway Mei Foo Station-D Access,TRS,MTA,832234.652,822097.699
537702,Mass Transit Railway Tai Wo Hau Station-B Access,TRS,MTA,830860.922,825719.489
538726,Mass Transit Railway North Point Station-B1 Access,TRS,MTA,838698.313,816904.5
540145,Mass Transit Railway Jordan Station-C1 Access,TRS,MTA,835711.8778,818374.818
540162,Mass Transit Railway Shek Kip Mei Station-B2 Access,TRS,MTA,835455.6218,821405.7324
543997,Mass Transit Railway East Tsim Sha Tsui Station-N5 Access,TRS,MTA,835831.128,817566.366
545282,Mass Transit Railway Tai Wai Station-E Access,TRS,MTA,836334.1642,825933.9718
553361,Mass Transit Railway Wong Tai Sin Station-B1 Access,TRS,MTA,837917.5341,822525.2722
551724,Mass Transit Railway Sheung Wan Station-C Access,TRS,MTA,833718.547,816460.8952
546797,Mass Transit Railway Lai Chi Kok Station-B1 Access,TRS,MTA,833401.9431,822079.9781
546152,Mass Transit Railway Jordan Station-C2 Access,TRS,MTA,835681.6975,818372.643
545536,Mass Transit Railway Tsim Sha Tsui Station-A2 Access,TRS,MTA,835809.1445,817695.1962
529472,Mass Transit Railway Wan Chai Station-A4 Access,TRS,MTA,835897.7074,815395.9834
529564,Mass Transit Railway Sheung Wan Station-E3 Access,TRS,MTA,833874,816366.625
529565,Mass Transit Railway Central Station-E Access,TRS,MTA,834339.643,815900.0558
529719,Mass Transit Railway Prince Edward Station-B1 Access,TRS,MTA,835414.8421,820570.8691
528920,Mass Transit Railway Prince Edward Station-B2 Access,TRS,MTA,835458.7311,820540.0169
560351,Mass Transit Railway HKU Station-B2 Access,TRS,MTA,831967.4058,816303.4403
529955,Mass Transit Railway Choi Hung Station-A1 Access,TRS,MTA,839643.6304,821668.3798
530307,Mass Transit Railway Prince Edward Station-C1 Access,TRS,MTA,835374.9413,820561.4911
561230,Mass Transit Railway Prince Edward Station-C2 Access,TRS,MTA,835357.0308,820558.1223
538594,Mass Transit Railway Central Station-F Access,TRS,MTA,834384.5538,815887.5942
541051,Mass Transit Railway Sheung Wan Station-E1 Access,TRS,MTA,833842.5,816351.875
542073,Mass Transit Railway Sha Tin Station-A1 Access,TRS,MTA,837390.6935,827069.7909
539932,Mass Transit Railway Wong Tai Sin Station-E Access,TRS,MTA,838098.2084,822534.4574
21070326,Mass Transit Railway Lei Tung Station-A1 Access,TRS,MTA,834048.867,811654.96
528689,Mass Transit Railway Yau Ma Tei Station-B1 Access,TRS,MTA,835602.755,819341.428
21127583,Mass Transit Railway North Point Station Access,TRS,MTA,838695.793,816892.737
21141897,Mass Transit Railway Kai Tak Station-B Access,TRS,MTA,838628.696,821385.153
546689,Mass Transit Railway Sha Tin Station-A3 Access,TRS,MTA,837366,827022
543701,Mass Transit Railway Causeway Bay Station-A Access,TRS,MTA,836848,815520
532298,Mass Transit Railway Kowloon Tong Station-G1 Access,TRS,MTA,836180.2,822000.87
530453,Mass Transit Railway Lam Tin Station-D2 Access,TRS,MTA,841950.0975,818697.2764
538458,Mass Transit Railway Lam Tin Station-A Access,TRS,MTA,842184.9252,818782.8539
562071,Mass Transit Railway Lam Tin Station-D1 Access,TRS,MTA,841929.0947,818680.6641
549798,Mass Transit Railway Lam Tin Station-C Access,TRS,MTA,842115.2,818563.87
549111,Mass Transit Railway Lam Tin Station-B Access,TRS,MTA,842105.2,818660.87
21137156,Mass Transit Railway Tsuen Wan West Station-C1 Access,TRS,MTA,829397.67,825374.753
558635,Mass Transit Railway Tsuen Wan West Station-E1 Access,TRS,MTA,829464.899,825402.489
21140730,Mass Transit Railway Tsuen Wan West Station-C2 Access,TRS,MTA,829389.891,825397.242
21140728,Mass Transit Railway Tsuen Wan West Station-B1 Access,TRS,MTA,829263.723,825483.184
561586,Mass Transit Railway Tsuen Wan West Station-A2 Access,TRS,MTA,829380.257,825516.393
561615,Mass Transit Railway Tsuen Wan West Station-E2 Access,TRS,MTA,829467.499,825421.403
535148,Mass Transit Railway Tsuen Wan West Station-D Access,TRS,MTA,829473.113,825335.412
21140731,Mass Transit Railway Tsuen Wan West Station-C5 Access,TRS,MTA,829422.393,825375.336
21140732,Mass Transit Railway Tsuen Wan West Station-C4 Access,TRS,MTA,829413.677,825375.635
21137157,Mass Transit Railway Tsuen Wan West Station-C3 Access,TRS,MTA,829424.38,825385.969
536897,Mass Transit Railway Tsuen Wan West Station-A1 Access,TRS,MTA,829366.409,825491.805
21140729,Mass Transit Railway Tsuen Wan West Station-B2 Access,TRS,MTA,829293.49,825469.848
544526,Mass Transit Railway Hang Hau Station-B2 Access,TRS,MTA,845289.2,819580.87
560375,Mass Transit Railway Hang Hau Station-A2 Access,TRS,MTA,845237.2,819656.87
542489,Mass Transit Railway Hang Hau Station-B1 Access,TRS,MTA,845313.524,819579.384
542491,Mass Transit Railway Hang Hau Station-A1 Access,TRS,MTA,845260.2,819675.87
562952,Mass Transit Railway University Station-B Access,TRS,MTA,839710.333,830449.356
544006,Mass Transit Railway Choi Hung Station-A3 Access,TRS,MTA,839649,821667
531171,Mass Transit Railway University Station-A Access,TRS,MTA,839671.3734,830489.4913
538597,Mass Transit Railway Quarry Bay Station-A Access,TRS,MTA,839674.233,816542.747
539944,Mass Transit Railway AsiaWorld-Expo Station-A Access,TRS,MTA,812245.3289,820378.542
21015130,Mass Transit Railway Austin Station-B3 Access,TRS,MTA,835182.2288,818471.7675
539712,Mass Transit Railway Sheung Shui Station-B2 Access,TRS,MTA,831286.139,840151.868
539713,Mass Transit Railway Sheung Shui Station-B1 Access,TRS,MTA,831267.3,840131.367
552787,Mass Transit Railway Tai Po Market Station-B Access,TRS,MTA,835674.638,833864.437
533215,Mass Transit Railway Kowloon Bay Station-C Access,TRS,MTA,840097.105,820515.155
539943,Mass Transit Railway AsiaWorld-Expo Station-B Access,TRS,MTA,811943.92,820309.165
538480,Mass Transit Railway Tai Wai Station-B Access,TRS,MTA,836524.964,825979.805
21125037,Mass Transit Railway Austin Station-B4 Access,TRS,MTA,835138.6848,818492.6018
537496,Mass Transit Railway Fo Tan Station-D Access,TRS,MTA,838485.2943,828509.7481
545592,Mass Transit Railway Central Station-H Access,TRS,MTA,834400.063,815862.375
537495,Mass Transit Railway Fo Tan Station-C Access,TRS,MTA,838509.872,828495.3908
549684,Mass Transit Railway Austin Station-B1 Access,TRS,MTA,835141.092,818484.408
539619,Mass Transit Railway Sunny Bay Station-A Access,TRS,MTA,821000.3634,821439.8853
546367,Mass Transit Railway Olympic Station-C3 Access,TRS,MTA,834603,819903
556947,Mass Transit Railway Tsim Sha Tsui Station-H Access,TRS,MTA,835769.2,817520.87
543448,Mass Transit Railway Kowloon Tong Station-C1 Access,TRS,MTA,836116.4704,821994.0429
547957,Mass Transit Railway Tai Koo Station-E1 Access,TRS,MTA,840426,816292
553384,Mass Transit Railway Admiralty Station-C2 Access,TRS,MTA,835029,815570
540038,Mass Transit Railway Choi Hung Station-C2 Access,TRS,MTA,839461.41,821844.251
529828,Mass Transit Railway Tai Koo Station-D1 Access,TRS,MTA,840367.087,816338.406
545596,Mass Transit Railway Mong Kok Station-C3 Access,TRS,MTA,835419,819958
558037,Mass Transit Railway East Tsim Sha Tsui Station-L5 Access,TRS,MTA,835607.2,817468.87
531028,Mass Transit Railway Sheung Wan Station-E2 Access,TRS,MTA,833838.3126,816333.5
529680,Mass Transit Railway Diamond Hill Station-C2 Access,TRS,MTA,838902,822354
553603,Mass Transit Railway Tai Koo Station-D2 Access,TRS,MTA,840383,816332
21070390,Mass Transit Railway Ho Man Tin Station-B1 Access,TRS,MTA,836892.6638,818920.1147
21070360,Mass Transit Railway Whampoa Station-C1 Access,TRS,MTA,837589.936,818385.129
21108861,Mass Transit Railway Wan Chai Station-D Access,TRS,MTA,835814.756,815284.665
530523,Mass Transit Railway Olympic Station-A2 Access,TRS,MTA,834440.573,819906.969
539423,Mass Transit Railway Olympic Station-C2 Access,TRS,MTA,834633.21,819895.249
21127585,Mass Transit Railway Causeway Bay Station Access,TRS,MTA,837053.499,815752.145
558038,Mass Transit Railway East Tsim Sha Tsui Station-L6 Access,TRS,MTA,835632.2,817353.87
529461,Mass Transit Railway Lok Fu Station-B Access,TRS,MTA,837390,822080
547728,Mass Transit Railway Jordan Station-D Access,TRS,MTA,835756.0029,818314.6528
558717,Mass Transit Railway Shau Kei Wan Station-A1 Access,TRS,MTA,841619.524,815566.271
532289,Mass Transit Railway Tai Wo Station-B Access,TRS,MTA,834679,834631
543034,Mass Transit Railway Wong Tai Sin Station-B3 Access,TRS,MTA,837939.152,822551.3
21127550,Mass Transit Railway Tsim Sha Tsui Station-D3 Access,TRS,MTA,835872.182,817630.458
547508,Mass Transit Railway Olympic Station-D1 Access,TRS,MTA,834657.8006,819782.8693
545803,Mass Transit Railway East Tsim Sha Tsui Station-L4 Access,TRS,MTA,835740.042,817416.747
560328,Mass Transit Railway Olympic Station-C5 Access,TRS,MTA,834664.1628,819909.1943
538603,Mass Transit Railway Jordan Station-E Access,TRS,MTA,835762.2,818371.87
557994,Mass Transit Railway East Tsim Sha Tsui Station-N3 Access,TRS,MTA,836003.2,817599.87
554718,Mass Transit Railway Causeway Bay Station-F2 Access,TRS,MTA,837014.2,815668.87
531759,Mass Transit Railway Tin Hau Station-A2 Access,TRS,MTA,837803.36,816003.909
538988,Mass Transit Railway North Point Station-A2 Access,TRS,MTA,838678.836,816999.79
544469,Mass Transit Railway Choi Hung Station-C1 Access,TRS,MTA,839494.9815,821760.8312
561222,Mass Transit Railway Olympic Station-C1 Access,TRS,MTA,834599.956,819926.806
540251,Mass Transit Railway Olympic Station-C4 Access,TRS,MTA,834635.168,819902.601
549704,Mass Transit Railway Kowloon Tong Station-C2 Access,TRS,MTA,836134.2,821961.87
558879,Mass Transit Railway Lai Chi Kok Station-D3 Access,TRS,MTA,833395.2,821829.87
561780,Mass Transit Railway Tsim Sha Tsui Station-R Access,TRS,MTA,835766.2,817595.87
558036,Mass Transit Railway East Tsim Sha Tsui Station-N4 Access,TRS,MTA,835943.2,817588.87
21148165,Mass Transit Railway Diamond Hill Station Access,TRS,MTA,838736.992,822416.417
529789,Mass Transit Railway Sheung Wan Station-D Access,TRS,MTA,833720.375,816524.875
544397,Mass Transit Railway Sheung Shui Station-A2 Access,TRS,MTA,831166.1351,840221.3986
21078942,Mass Transit Railway Whampoa Station-D1 Access,TRS,MTA,837680.191,818355.469
21104154,Mass Transit Railway Yau Ma Tei Station Access,TRS,MTA,835601.172,819318.338
21117714,Mass Transit Railway Airport Station-C Access,TRS,MTA,811458.671,819736.275
21117713,Mass Transit Railway Airport Station-A Access,TRS,MTA,811504.78,819603.265
21118041,Mass Transit Railway Mong Kok Station-B4 Access,TRS,MTA,835506.34,820166.965
529698,Mass Transit Railway Shau Kei Wan Station-B3 Access,TRS,MTA,841561.813,815630.576
537883,Mass Transit Railway East Tsim Sha Tsui Station-L1 Access,TRS,MTA,835881.804,817426.852
553783,Mass Transit Railway Austin Station-A Access,TRS,MTA,835183.5958,818549.7852
546606,Mass Transit Railway North Point Station-A4 Access,TRS,MTA,838683.321,816968.326
560329,Mass Transit Railway Olympic Station-D2 Access,TRS,MTA,834649.0183,819748.7941
543363,Mass Transit Railway Olympic Station-E Access,TRS,MTA,834442.4598,819873.5021
552005,Mass Transit Railway East Tsim Sha Tsui Station-P3 Access,TRS,MTA,836111.9378,817588.8311
538587,Mass Transit Railway Wong Tai Sin Station-D3 Access,TRS,MTA,838073,822468
21070361,Mass Transit Railway Whampoa Station-D2 Access,TRS,MTA,837707.8562,818345.234
563067,Mass Transit Railway Choi Hung Station-C3 Access,TRS,MTA,839455.052,821754.982
530433,Mass Transit Railway Choi Hung Station-C4 Access,TRS,MTA,839423.261,821823.142
21067810,Mass Transit Railway Shek Kip Mei Station Access,TRS,MTA,835423.328,821379.396
533022,Mass Transit Railway Airport Station-B Access,TRS,MTA,811481.768,819669.647
544223,Mass Transit Railway Diamond Hill Station-A2 Access,TRS,MTA,838685.403,822329.885
554574,Mass Transit Railway Sai Wan Ho Station-A Access,TRS,MTA,840964.428,815931.723
556771,Mass Transit Railway University Station-D Access,TRS,MTA,839753.7441,830641.5407
551528,Mass Transit Railway Admiralty Station-A Access,TRS,MTA,835052,815628
555609,Mass Transit Railway Central Station-L Access,TRS,MTA,834672,815830
538295,Mass Transit Railway Kowloon Tong Station-G2 Access,TRS,MTA,836173.2,822009.87
540183,Mass Transit Railway North Point Station-A3 Access,TRS,MTA,838679.2,817014.87
532383,Mass Transit Railway Tai Wai Station-F Access,TRS,MTA,836366.879,825885.668
529269,Mass Transit Railway Lai Chi Kok Station-A Access,TRS,MTA,833387.6968,822029.2985
533211,Mass Transit Railway Shek Kip Mei Station-C Access,TRS,MTA,835439.4149,821521.8534
538791,Mass Transit Railway East Tsim Sha Tsui Station-L3 Access,TRS,MTA,835771.0467,817413.5863
544719,Mass Transit Railway Causeway Bay Station-B Access,TRS,MTA,836884.188,815699.5
544600,Mass Transit Railway Tsim Sha Tsui Station-A1 Access,TRS,MTA,835753.3443,817708.8857
549861,Mass Transit Railway Austin Station-B2 Access,TRS,MTA,835153.9963,818458.983
547513,Mass Transit Railway Kowloon Tong Station-F Access,TRS,MTA,836199.373,822002.459
543358,Mass Transit Railway Wan Chai Station-B2 Access,TRS,MTA,835833,815379
546497,Mass Transit Railway Tai Wo Hau Station-A Access,TRS,MTA,831018.133,825757.195
529677,Mass Transit Railway Wan Chai Station-C Access,TRS,MTA,835859.3696,815464.9712
529947,Mass Transit Railway Kowloon Bay Station-B Access,TRS,MTA,840090.8095,820604.4306
558257,Mass Transit Railway Tai Po Market Station-A1 Access,TRS,MTA,835555.8536,833869.2248
530232,Mass Transit Railway Wan Chai Station-A1 Access,TRS,MTA,835891.5,815463.25
529599,Mass Transit Railway Sham Shui Po Station-D1 Access,TRS,MTA,834739.6116,821347.0962
549547,Mass Transit Railway North Point Station-B2 Access,TRS,MTA,838721.028,816904.076
533184,Mass Transit Railway Mong Kok Station-A1 Access,TRS,MTA,835453.4159,820138.0086
541717,Mass Transit Railway Tai Po Market Station-A2 Access,TRS,MTA,835535.6377,833882.4134
553372,Mass Transit Railway Shau Kei Wan Station-D2 Access,TRS,MTA,841633.1066,815653.9206
545553,Mass Transit Railway Choi Hung Station-B Access,TRS,MTA,839613.2931,821700.7369
552359,Mass Transit Railway Sheung Wan Station-E5 Access,TRS,MTA,833872,816410
21070323,Mass Transit Railway South Horizons Station-C Access,TRS,MTA,833396.41,811556.6573
21070386,Mass Transit Railway Ho Man Tin Station-A1 Access,TRS,MTA,836940.5535,819039.1774
21070387,Mass Transit Railway Ho Man Tin Station-A2 Access,TRS,MTA,836953.4189,819152.7252
529041,Mass Transit Railway Tai Koo Station-E2 Access,TRS,MTA,840396.025,816270.962
530833,Mass Transit Railway Tai Koo Station-A2 Access,TRS,MTA,840247.125,816217.4376
538087,Mass Transit Railway Diamond Hill Station-C1 Access,TRS,MTA,838883.907,822342.853
21148162,Mass Transit Railway Kai Tak Station Access,TRS,MTA,838689.252,821312.617
538596,Mass Transit Railway Causeway Bay Station-C Access,TRS,MTA,836877.1797,815734.8933
541055,Mass Transit Railway Tin Hau Station-A1 Access,TRS,MTA,837836.2762,816004.423
543203,Mass Transit Railway Causeway Bay Station-E Access,TRS,MTA,837111.5626,815723.875
551634,Mass Transit Railway Mong Kok Station-B3 Access,TRS,MTA,835529.0802,820173.0495
549754,Mass Transit Railway Yau Ma Tei Station-A1 Access,TRS,MTA,835584.2798,819425.7495
557340,Mass Transit Railway Sha Tin Station-A4 Access,TRS,MTA,837342.3278,826998.9797
547362,Mass Transit Railway Tsim Sha Tsui Station-B1 Access,TRS,MTA,835796.5512,817756.9893
553788,Mass Transit Railway Tseung Kwan O Station-A1 Access,TRS,MTA,844910.2,818754.87
530308,Mass Transit Railway Mong Kok Station-D2 Access,TRS,MTA,835540.6654,820050.5928
529700,Mass Transit Railway Central Station-G Access,TRS,MTA,834286.625,815877.25
535960,Mass Transit Railway Admiralty Station-D Access,TRS,MTA,835107.8211,815539.4988
529825,Mass Transit Railway Central Station-B Access,TRS,MTA,834283.0626,815957.5626
531027,Mass Transit Railway Sheung Wan Station-B Access,TRS,MTA,833708.2584,816421.8794
531527,Mass Transit Railway Mong Kok Station-E1 Access,TRS,MTA,835491.0889,819926.0686
540024,Mass Transit Railway Prince Edward Station-D Access,TRS,MTA,835320.628,820675.1937
542600,Mass Transit Railway Wong Tai Sin Station-A Access,TRS,MTA,838081.882,822534.2602
540380,Mass Transit Railway Sham Shui Po Station-C2 Access,TRS,MTA,834691.358,821291.4806
558136,Mass Transit Railway Yau Ma Tei Station-C Access,TRS,MTA,835627.6274,819201.7016
558878,Mass Transit Railway Lai Chi Kok Station-D2 Access,TRS,MTA,833315.1221,821908.1871
558735,Mass Transit Railway Lai Chi Kok Station-D1 Access,TRS,MTA,833308.809,821926.6407
547661,Mass Transit Railway East Tsim Sha Tsui Station-P1 Access,TRS,MTA,836191.73,817561.133
553892,Mass Transit Railway Olympic Station-B Access,TRS,MTA,834587.543,819960.973
21103963,Mass Transit Railway Shau Kei Wan Station-B1 Access,TRS,MTA,841709.5953,815592.7909
560927,Mass Transit Railway Austin Station-D1 Access,TRS,MTA,835221.692,818308.263
538294,Mass Transit Railway East Tsim Sha Tsui Station-P2 Access,TRS,MTA,836197.134,817597.88
21117718,Mass Transit Railway Airport Station-D Access,TRS,MTA,811518.832,819572.698
529043,Mass Transit Railway Kowloon Tong Station-A2 Access,TRS,MTA,836408.8004,821980.8616
530769,Mass Transit Railway Tsim Sha Tsui Station-D1 Access,TRS,MTA,835803.688,817634.444
529629,Mass Transit Railway North Point Station-A1 Access,TRS,MTA,838680.125,817034.25
21148164,Mass Transit Railway Kai Tak Station Access,TRS,MTA,838528.772,821218.263
530228,Mass Transit Railway Diamond Hill Station-A1 Access,TRS,MTA,838740.254,822437.419
