GEONAMEID,ENGLISHNAME,CLASS,TYPE,EASTING,NORTHING
21082557,Ying Tung Estate,BUS,BUS,813208,817590
21167524,YING TUNG ESTATE,BUS,BUS,813221,817591
627860,Tiu Keng Leng Station,BUS,BUS,844023,818446
21156170,LAI CHI KOK STATION,BUS,BUS,833336,822050
21128586,FANLING STATION BBI - FANLING STATION,BUS,BUS,832409,839130
621094,FO TAN STATION,BUS,BUS,838442,828454
21125831,Mun Tung Estate,BUS,BUS,811156,815543
21090913,DB Plaza Bus Terminus,BUS,BUS,819843,817380
21184186,"Yuet Ping Hse, Long Ping Estate (MTR Long Ping Station)",BUS,BUS,820396,834277
21064207,Admiralty Centre,BUS,BUS,835064,815629
621145,YU CHUI COURT BUS TERMINUS,BUS,BUS,839188,826983
621179,Sai Wan Ho (Grand Promenade),BUS,BUS,841154,816213
626955,MEI TIN BUS TERMINUS,BUS,BUS,835638,826338
627723,Yiu Tung Estate,BUS,BUS,841020,815440
627743,TIN YIU BUS TERMINUS,BUS,BUS,818369,834574
627765,ROYAL ASCOT BUS TERMINUS,BUS,BUS,838773,829007
627942,KOM TSUN STREET BUS TERMINUS,BUS,BUS,832952,822089
621157,MONG KOK (PARK AVENUE) BUS TERMINUS,BUS,BUS,834854,819594
621092,Tai O,BUS,BUS,803868,812683
621086,KWUN TONG FERRY,BUS,BUS,840895,818760
621062,AIRPORT (GTC) BUS TERMINUS,BUS,BUS,811562,819426
621176,WONG NAI TAU BUS TERMINUS,BUS,BUS,840474,827019
620999,Tung Chung Station,BUS,BUS,811879,816765
620997,MEI LAM BUS TERMINUS,BUS,BUS,836063,826509
21145825,Tsing Yi Station (General Loading/Unloading Bay),BUS,BUS,829032,824308
21152428,CATHAY PACIFIC CITY,BUS,BUS,811128,817651
21145823,Ma Wan (Tung Wan Bus Terminus),BUS,BUS,824489,823803
21061073,RUMSEY STREET,BUS,BUS,833926,816392
21200840,Yu Nga Shopping Centre,BUS,BUS,812559,817408
628904,TUEN MUN STATION BUS TERMINUS,BUS,BUS,815367,828420
21145786,Tung Chung Station Bus Terminus,BUS,BUS,811820,816802
21145779,SHEK MUN ESTATE BUS TERMINUS,BUS,BUS,839529,827584
627793,Tseung Kwan O Station,BUS,BUS,844895,818852
628187,HUNG SHUI KIU (HUNG FUK ESTATE) BUS TERMINUS,BUS,BUS,817906,833031
628715,Tai Hong House,BUS,BUS,840890,816049
628432,Central (Star Ferry),BUS,BUS,834549,816423
628059,Hoi Lai Estate,BUS,BUS,833225,821461
628729,PAT HEUNG ROAD B/T (TAI LAM TUNNEL BBI),BUS,BUS,824648,831351
621180,Tai Tong Wong Nai Tun Tsuen,BUS,BUS,820308,830786
21197097,CHING FU COURT(Alighting stop),BUS,BUS,829078,822555
628058,Tseung Kwan O Industrial Estate,BUS,BUS,845894,816049
21197096,CHING FU COURT,BUS,BUS,829063,822486
21156171,CHEUNG LAI STREET CHEUNG SHA WAN,BUS,BUS,833186,821966
21158785,"Terminal 1 (North), Cheong Tat Road",BUS,BUS,811394,819784
21197086,MING TAK ESTATE,BUS,BUS,845742,819837
21089003,TA KWU LING(TSUNG YUEN HA),BUS,BUS,834080,845922
21125829,Hong Kong-Zhuhai-Macao Bridge Hong Kong Port,BUS,BUS,812957,819700
21067602,Hang Seng Bank Headquarters,BUS,BUS,834156,816205
21148235,WETLAND PARK ROAD,BUS,BUS,818714,836284
21167526,SHAN LAI COURT,BUS,BUS,834594,840441
21132675,TAI WAI BBI - TIN SAM VILLAGE,BUS,BUS,836379,825731
21161686,WETLAND PARK ROAD,BUS,BUS,818693,836265
21184199,HUNG HOM STATION,BUS,BUS,836868,818328
628463,SHAM TSENG VILLAGE,BUS,BUS,824103,825295
621076,Shek Pai Wan,BUS,BUS,834254,812338
21096346,SHAM TSENG VILLAGE,BUS,BUS,824150,825307
21010040,LAI CHI KOK STATION,BUS,BUS,833359,822028
627808,Aircraft Maintenance Area,BUS,BUS,807626,818387
21205391,Caribbean Coast,BUS,BUS,812858,817156
21205386,HZMB Passenger Clearance Building,BUS,BUS,812923,819828
21205388,HIGH SPEED RAIL (WEST KOWLOON STATION),BUS,BUS,835208,818330
21205389,KO LING ROAD (LOWER),BUS,BUS,841694,818397
21205385,HOI LAI ESTATE BUS TERMINUS,BUS,BUS,833189,821526
21205392,SKYCITY,BUS,BUS,811990,819750
21205393,Sheraton Hong Kong Tung Chung Hotel,BUS,BUS,812560,817399
21205390,KO LING ROAD (UPPER),BUS,BUS,841724,818293
21205384,"TING FU STREET, KWUN TONG",BUS,BUS,840259,819739
21205387,HUNG FUK ESTATE HUNG YUEN ROAD,BUS,BUS,817712,833080
21205394,YUEN CHAU KOK BUS TERMINUS,BUS,BUS,838797,826895
627798,CHEUNG SHA WAN (SHAM MONG ROAD) BUS TERMINUS,BUS,BUS,833434,821328
628433,HONG KONG CONVENTION & EXHIBITION CENTRE,BUS,BUS,835992,815808
21116434,Victoria Skye,BUS,BUS,838860,821088
21184192,Wong Chuk Hang Station,BUS,BUS,835366,812155
21015530,The Long Beach,BUS,BUS,834183,819980
21184176,HONG KONG CENTRAL LIBRARY,BUS,BUS,837519,815698
627879,TAI WAI STATION BUS TERMINUS,BUS,BUS,836612,825986
628180,WONG TAI SIN BUS TERMINUS,BUS,BUS,838170,822420
628452,KAI TAK (TAK LONG ESTATE),BUS,BUS,839135,821249
629060,Kai Tak Cruise Terminal,BUS,BUS,839921,818661
21161684,SIU HONG STATION (NORTH),BUS,BUS,815906,830478
21184197,SHUI CHUEN O (UPPER) BUS TERMINUS,BUS,BUS,838469,825469
21145777,WAH FU CENTRAL BUS TERMINUS,BUS,BUS,831947,812716
21152429,CATHAY PACIFIC CITY,BUS,BUS,811175,817660
21176155,Ching Tin Estate,BUS,BUS,815219,830434
628725,Central Pier 3,BUS,BUS,834216,816529
628920,KWUN TONG(ELEGANCE RD) BUS TERMINUS,BUS,BUS,840694,819572
21128268,HUNG HOM (HUNG LUEN ROAD) BUS TERMINUS,BUS,BUS,837525,818056
21145750,ISLAND HARBOURVIEW BUS TERMINUS,BUS,BUS,834384,819991
21145768,Tin Shing Court (MTR Tin Shui Wai Station),BUS,BUS,818328,834154
628299,SAU MAU PING (UPPER) BUS TERMINUS,BUS,BUS,842376,819559
628315,MEI FOO BUS TERMINUS,BUS,BUS,832488,822005
628402,Tung Chung Tat Tung Road Bus Terminus,BUS,BUS,811788,816874
628425,Lippo Centre,BUS,BUS,834862,815652
628600,YAU TONG BUS TERMINUS,BUS,BUS,842609,817438
628019,YUEN LONG (WEST) BUS TERMINUS,BUS,BUS,820625,833982
628051,WING KUT STREET,BUS,BUS,833936,816300
628084,LAI KING NORTH BUS TERMINUS,BUS,BUS,831157,823630
628100,Admiralty (West),BUS,BUS,834927,815647
628102,KWAI FONG STATION BUS TERMINUS,BUS,BUS,831234,824152
627821,MACAU FERRY BUS TERMINUS,BUS,BUS,833502,816629
627880,LAGUNA CITY BUS TERMINUS,BUS,BUS,841632,818699
627962,WONG SHEK PIER BUS TERMINUS,BUS,BUS,852714,832827
627966,CHEUNG SHA WAN BUS TERMINUS,BUS,BUS,833380,822006
628006,TIN SHUI WAI TOWN CENTRE,BUS,BUS,818259,835459
621067,LEE ON BUS TERMINUS,BUS,BUS,842861,831789
621069,KWAI SHING EAST BUS TERMINUS,BUS,BUS,831142,824913
621102,FO TAN (SHAN MEI STREET) BUS TERMINUS,BUS,BUS,838055,828574
621163,SHEK LEI (TAI LOONG STREET) BUS TERMINUS,BUS,BUS,832390,825169
624766,TUEN MUN CENTRAL BUS TERMINUS,BUS,BUS,815562,828037
620992,MONG KOK EAST STATION BUS TERMINUS,BUS,BUS,835789,820377
621008,HUNG HOM STATION BUS TERMINUS,BUS,BUS,836794,818322
621021,Wah Fu (South),BUS,BUS,832110,812489
621029,ON YAM BUS TERMINUS,BUS,BUS,832680,825689
621031,KOWLOON CITY FERRY BUS TERMINUS,BUS,BUS,837977,819912
21158789,YUEN LONG (TAK YIP STREET),BUS,BUS,821245,834648
21167520,TAI WO BUS TERMINUS,BUS,BUS,834642,834597
21184184,PAK TAM CHUNG,BUS,BUS,850939,828675
620989,Mui Wo Ferry Pier,BUS,BUS,818199,814014
629114,HONG KONG SCIENCE PARK PHASE 3,BUS,BUS,839618,831907
21089073,The Peninsula,BUS,BUS,835684,817365
21148983,FO TAN CHUN YEUNG ESTATE,BUS,BUS,837625,828872
21158787,AIRPORT (GTC) BUS TERMINUS,BUS,BUS,811629,819384
628520,MEI CHI HOUSE,BUS,BUS,835686,826401
628704,KAU LUNG HANG,BUS,BUS,833828,837994
628856,QUEEN VICTORIA STREET,BUS,BUS,834053,816219
628040,MA ON SHAN TOWN CENTRE BUS TERMINUS,BUS,BUS,841903,831655
628073,LEI MUK SHUE BUS TERMINUS,BUS,BUS,832121,826497
628080,CHOI YUEN BUS TERMINUS,BUS,BUS,831037,840129
628182,SAM SHING BUS TERMINUS,BUS,BUS,815717,827015
628190,Wah Kwai Estate,BUS,BUS,832486,812319
627881,HONG KONG SCIENCE PARK,BUS,BUS,839880,831727
627964,STAR FERRY,BUS,BUS,835463,817244
627972,Ap Lei Chau Estate,BUS,BUS,833595,811729
627998,HANG HAU (NORTH)(TSEUNG KWAN O HOSPITAL),BUS,BUS,845779,819873
628003,HONG SING GARDEN BUS TERMINUS,BUS,BUS,844213,819924
627774,PO TIN BBI - PO TIN BUS TERMINUS,BUS,BUS,814661,830108
627792,WU KAI SHA STATION,BUS,BUS,843165,832118
627806,PO TAT BUS TERMINUS,BUS,BUS,842364,819855
627854,CAUSEWAY BAY (TIN HAU) BUS TERMINUS,BUS,BUS,837776,815992
627876,TSUEN WAN STATION BUS TERMINUS,BUS,BUS,830010,826077
623323,POK HONG BUS TERMINUS,BUS,BUS,838212,826469
624086,Pottinger Street,BUS,BUS,834272,816048
626507,Craigengower Cricket Club,BUS,BUS,836821,815347
621191,LEK YUEN BUS TERMINUS,BUS,BUS,837842,827314
621195,ALLWAY GARDENS BUS TERMINUS,BUS,BUS,828776,826472
621201,NGAU CHI WAN BBI - CHOI HUNG STATION,BUS,BUS,839673,821676
621239,WAN CHAI (HKCECE) BUS TERMINUS,BUS,BUS,835989,816137
621615,North Point (Healthy Street Central),BUS,BUS,839245,816983
621073,CHEVALIER GARDEN BUS TERMINUS,BUS,BUS,841099,829568
621093,SHEUNG TSUEN BUS TERMINUS,BUS,BUS,828687,832534
621119,FU TAI ESTATE BUS TERMINUS,BUS,BUS,816269,830435
621181,Central (Rumsey Street),BUS,BUS,833959,816435
620845,CHINA FERRY TERMINAL BUS TERMINUS,BUS,BUS,835303,817932
621020,LUEN WO HUI BUS TERMINUS,BUS,BUS,832846,840105
621028,FU HENG BUS TERMINUS,BUS,BUS,835754,835433
621033,TIN PING ESTATE BUS TERMINUS,BUS,BUS,831846,840454
621048,YIU ON BUS TERMINUS,BUS,BUS,841711,831102
21176158,SO KWUN WAT,BUS,BUS,818395,825922
21184205,KWAI HING STATION BUS TERMINUS,BUS,BUS,831588,824883
21197091,AVIGNON,BUS,BUS,818013,826292
21197101,Hoi Tat Estate,BUS,BUS,833651,821111
21187909,Heung Yuen Wai Port,BUS,BUS,833927,845804
21091519,HONG KONG GARDEN,BUS,BUS,822419,824634
21106613,Chi Lok Fa Yuen,BUS,BUS,816063,827576
21145752,MACAU FERRY,BUS,BUS,833618,816545
21145824,MA WAN,BUS,BUS,824175,823134
21172092,Pak Tin Public Transport Interchange,BUS,BUS,835129,821887
628826,FLEMING ROAD,BUS,BUS,835952,815436
628852,H.K.U.S.T. (SOUTH),BUS,BUS,845125,821584
628862,CAUSEWAY BAY (EASTERN HOSPITAL RD) BUS TERMINUS,BUS,BUS,837559,815078
628927,Central Ferry Piers,BUS,BUS,834528,816347
629103,Tung Hing House Lei Tung Estate,BUS,BUS,834043,811317
21061740,PAK TIN (NORTH) BUS TERMINUS,BUS,BUS,835384,821934
628076,TUNG CHUNG DEVELOPMENT PIER,BUS,BUS,811913,817210
628222,LOHAS Park,BUS,BUS,845700,817500
628291,KWUN TONG (YUE MAN SQUARE) BUS TERMINUS,BUS,BUS,841205,819490
628471,TSING YI STATION,BUS,BUS,829104,824555
628530,CAUSEWAY BAY (COTTON PATH) BUS TERMINUS,BUS,BUS,837448,815404
627785,LONG PING STATION BUS TERMINUS,BUS,BUS,820848,834438
627853,UNIVERSITY STATION,BUS,BUS,839747,830390
627948,FLEMING ROAD,BUS,BUS,835979,815415
627960,Wah Fu (North),BUS,BUS,832134,812792
628053,SHA TAU KOK BUS TERMINUS,BUS,BUS,841080,845089
621091,South Horizons,BUS,BUS,833413,811575
621164,CHOI MING BUS TERMINUS,BUS,BUS,843991,818578
621183,HANG HAU STATION,BUS,BUS,845311,819614
621492,KAM SHEUNG ROAD STATION,BUS,BUS,824743,832809
621024,Lei Tung Estate,BUS,BUS,834154,811330
621047,TAI HING BUS TERMINUS,BUS,BUS,815171,829260
621059,TSING YI FERRY BUS TERMINUS,BUS,BUS,829269,823844
621075,SUI WO COURT BUS TERMINUS,BUS,BUS,838075,828179
621088,Stanley Plaza,BUS,BUS,839615,809047
620991,CHEUNG SHA WAN (LAI KOK ESTATE) BUS TERMINUS,BUS,BUS,834191,821616
620993,Causeway Bay (Moreton Terrace),BUS,BUS,837646,815572
621005,Lung Mun Oasis,BUS,BUS,814562,827341
621010,CHAK ON ESTATE BUS TERMINUS,BUS,BUS,834998,822381
621015,CHOI WAN BUS TERMINUS,BUS,BUS,840180,821593
21184207,SHEK WAI KOK BUS TERMINUS,BUS,BUS,830886,826322
21187896,KWUN TONG (TSUI PING NORTH ESTATE) BUS TERMINUS,BUS,BUS,841689,819468
620893,HANDSOME COURT,BUS,BUS,816083,827581
620894,Chi Lok Fa Yuen,BUS,BUS,815901,827545
21167518,Wong Chuk Hang (Nam Long Shan),BUS,BUS,835270,811838
21167521,KWAI SHING CENTRAL BUS TERMINUS,BUS,BUS,830655,824668
21172093,Queen's Hill Estate,BUS,BUS,834152,840521
21172095,Exhibition Centre Station,BUS,BUS,836125,815860
21148984,Cheung Sha Wan (Kom Tsun Street),BUS,BUS,832982,822003
21156169,Munsang College (Hong Kong Island),BUS,BUS,841074,816036
21156172,HONG KONG GARDEN COMMERCIAL COMPLEX,BUS,BUS,822487,824641
21161685,KWUN TONG FERRY (ALIGHTING STOP),BUS,BUS,840869,818734
21015485,WAN CHAI FIRE STATION,BUS,BUS,836751,815638
21059505,Bute Street,BUS,BUS,835431,820306
21077669,Hysan Place,BUS,BUS,836954,815681
21124057,JORDAN (WEST KOWLOON STATION) BUS TERMINUS,BUS,BUS,834994,818696
21145743,MOK CHEONG STREET,BUS,BUS,837428,820447
628949,Shenzhen Bay Port,BUS,BUS,812492,840217
629012,TIN TSZ BUS TERMINUS,BUS,BUS,818785,834904
629018,LAI YIU BUS TERMINUS,BUS,BUS,831640,823774
629063,SHEUNG TSUEN PLAYGROUND,BUS,BUS,828639,832431
629158,KOWLOON BAY BUS TERMINUS,BUS,BUS,839455,820336
628131,Admiralty (Tamar Street),BUS,BUS,834939,815587
628196,"Yung Yat House, Yat Tung Estate",BUS,BUS,811542,815661
628327,Cyberport,BUS,BUS,831470,813674
628714,SUNWAY GARDENS,BUS,BUS,839820,816304
628913,TAI MEI TUK BUS TERMINUS,BUS,BUS,842049,836959
627923,TSZ WAN SHAN (CENTRAL) BUS TERMINUS,BUS,BUS,838721,823266
627946,OLYMPIC STATION BUS TERMINUS,BUS,BUS,834607,819986
628044,KOWLOON TONG STATION,BUS,BUS,836267,821930
628094,Stanley Prison,BUS,BUS,840472,808538
627724,DISNEYLAND BUS TERMINUS,BUS,BUS,822751,819732
627772,TSUEN WAN WEST STATION BUS TERMINUS,BUS,BUS,829453,825414
627799,Kennedy Town,BUS,BUS,830685,815906
621230,Pokfield Road,BUS,BUS,831678,815866
621233,PING TIN,BUS,BUS,842317,818753
624100,YUEN LONG PARK BUS TERMINUS,BUS,BUS,820133,833668
624132,KWAI CHUNG ESTATE BUS TERMINUS,BUS,BUS,831292,825360
621089,TSZ WAN SHAN (NORTH) BUS TERMINUS,BUS,BUS,838446,823518
621095,SUN TIN WAI BUS TERMINUS,BUS,BUS,837225,825743
621137,Sham Wan,BUS,BUS,834964,811587
621189,KAM YING COURT BUS TERMINUS,BUS,BUS,842465,831574
621037,North Point Ferry Pier,BUS,BUS,838824,817153
621045,City One Shatin,BUS,BUS,838905,827432
621053,LAM TIN (KWONG TIN ESTATE) BUS TERMINUS,BUS,BUS,842905,818168
621061,SHUN LEE BUS TERMINUS,BUS,BUS,841384,821360
621077,RIVIERA GARDENS BUS TERMINUS,BUS,BUS,829816,824816
620855,Stanley Fort,BUS,BUS,840149,807385
620968,LAM TIN STATION,BUS,BUS,842124,818671
621019,CHEUNG WAH BUS TERMINUS,BUS,BUS,832599,839208
621027,HIN KENG BUS TERMINUS,BUS,BUS,835672,824832
21145760,NELSON STREET MONG KOK,BUS,BUS,835531,819900
21167499,VICTORIA PARK,BUS,BUS,837583,815779
21172094,AIRCRAFT MAINTENANCE AREA,BUS,BUS,807619,818371
21197095,QUARRY BAY (KING'S ROAD) TERMINUS,BUS,BUS,839756,816361
21127845,Tin Shui Wai Station,BUS,BUS,818432,834118
21128622,Hoi Ying Estate,BUS,BUS,833392,820945
21139847,TUEN MUN ROAD INTERCHANGE,BUS,BUS,819686,824838
21145746,YIU HIM HOUSE YIU ON ESTATE,BUS,BUS,841797,830982
21145749,Lam Tin Station,BUS,BUS,842125,818632
628690,Happy Valley (Upper),BUS,BUS,837487,813958
628924,Sunny Bay Station,BUS,BUS,820981,821541
629142,KAI TAK (KAI CHING ESTATE),BUS,BUS,839051,821448
21125981,KWAI FONG (SOUTH) BUS TERMINUS,BUS,BUS,831093,823949
628069,Heng Fa Chuen,BUS,BUS,842901,815158
628081,SHA TIN WAI BUS TERMINUS,BUS,BUS,838287,826800
628185,SHEUNG TAK BUS TERMINUS,BUS,BUS,844785,819139
628243,Island Harbourview,BUS,BUS,834401,819951
628581,KADOORIE FARM,BUS,BUS,830131,832699
627846,TIN SHUI BUS TERMINUS,BUS,BUS,817927,835110
627877,LOK WAH BUS TERMINUS,BUS,BUS,840770,820199
627999,KOWLOON STATION BUS TERMINUS,BUS,BUS,834825,818438
621160,TSIM SHA TSUI EAST (MODY ROAD),BUS,BUS,836155,817514
621186,LEUNG KING ESTATE BUS TERMINUS,BUS,BUS,814346,829704
621238,The Peak,BUS,BUS,833480,814604
621494,SIU HONG STATION (SOUTH),BUS,BUS,815840,830147
622589,Yat Tung Estate,BUS,BUS,811445,815941
621070,Stanley Village,BUS,BUS,840003,808944
621071,KWUN TONG (TSUI PING ROAD) BUS TERMINUS,BUS,BUS,841685,819634
621080,TAI PO TAU BUS TERMINUS,BUS,BUS,834660,835034
621040,FU SHIN ESTATE BUS TERMINUS,BUS,BUS,836034,834965
621051,Tsz Wan Shan (South),BUS,BUS,838985,823087
621054,NGAU TAU KOK BUS TERMINUS,BUS,BUS,840383,820454
621066,Lai Tak Tsuen,BUS,BUS,837994,815684
21187903,YAU OI (SOUTH) BUS TERMINUS,BUS,BUS,815197,827179
620856,LAGUNA VERDE,BUS,BUS,837819,818730
621011,Shek O,BUS,BUS,843912,810227
621014,CHOI WAN (FUNG SHING STREET) BUS TERMINUS,BUS,BUS,840353,821592
621035,Chai Wan (East),BUS,BUS,843338,814222
21145785,Wah Fu (North),BUS,BUS,832202,812760
21147545,Pennington Street,BUS,BUS,837211,815526
21172088,Pak Lam Road opposite Park Island Block 21,BUS,BUS,824201,823709
21184188,"KUI YAT HOUSE, YAT TUNG ESTATE",BUS,BUS,811541,815998
21184191,So Kwun Wat Tsuen,BUS,BUS,818027,826293
629017,TUEN MUN PIER HEAD BUS TERMINUS,BUS,BUS,814626,825944
629035,SIU HONG COURT BUS TERMINUS,BUS,BUS,815875,830557
21062362,MA ON SHAN TOWN CENTRE,BUS,BUS,841903,831684
21096345,ON TAI BUS TERMINUS,BUS,BUS,841790,820856
628257,CHUK YUEN ESTATE BUS TERMINUS,BUS,BUS,837872,822918
628309,Mei Hong Court South Horizons,BUS,BUS,833319,811576
628476,WHAMPOA GARDEN BUS TERMINUS,BUS,BUS,837687,818433
628478,CHUN SHEK BUS TERMINUS,BUS,BUS,837349,825995
629006,TIN YAN ESTATE BUS TERMINUS,BUS,BUS,817682,835908
627963,KWONG YUEN BUS TERMINUS,BUS,BUS,840305,826896
627970,NINA TOWER BUS TERMINUS,BUS,BUS,829658,825445
628005,SHAN KING BUS TERMINUS,BUS,BUS,814562,829149
628087,So Uk Estate,BUS,BUS,834395,822422
621491,MTR Yuen Long Station,BUS,BUS,821614,834064
623532,Kornhill Plaza,BUS,BUS,840309,816209
627727,CHING HO ESTATE BUS TERMINUS,BUS,BUS,831245,839452
627814,BAYVIEW GARDEN BUS TERMINUS,BUS,BUS,828298,825668
627927,TAI PO INDUSTRIAL ESTATE,BUS,BUS,837400,835356
621105,H.K.U.S.T. (NORTH),BUS,BUS,845032,822181
621122,LAI CHI KOK BUS TERMINUS,BUS,BUS,832120,822476
621135,TSIM SHA TSUI BBI - MIDDLE ROAD,BUS,BUS,835810,817367
621193,TAI PING BUS TERMINUS,BUS,BUS,830941,839772
621232,ADMIRALTY (EAST) TERMINUS,BUS,BUS,835073,815529
621043,TAI PO CENTRAL BUS TERMINUS,BUS,BUS,835451,834824
621057,San Tin,BUS,BUS,826499,840398
621058,CHOI HUNG BBI - CHOI HUNG BUS TERMINUS,BUS,BUS,839083,821879
621085,Kowloon City (Shing Tak Street),BUS,BUS,837375,820539
620998,SHATIN CENTRAL BUS TERMINUS,BUS,BUS,837430,826994
621007,SAU MAU PING (CENTRAL) BUS TERMINUS,BUS,BUS,841889,819985
621013,CHEUNG WANG BUS TERMINUS,BUS,BUS,827969,824255
621032,CLEAR WATER BAY BUS TERMINUS,BUS,BUS,847627,816456
21197094,18 KWUN CHUI ROAD,BUS,BUS,818086,826049
21197103,Mun Wo House Mun Tung Estate,BUS,BUS,811096,815531
620921,KWAI FONG ESTATE,BUS,BUS,831546,824481
620926,Tin Wan Estate,BUS,BUS,833461,812433
21063608,LEI YUE MUN ESTATE BUS TERMINUS,BUS,BUS,842710,817305
21127904,PARK YOHO,BUS,BUS,823394,834670
21145780,PAK SHEK KOK,BUS,BUS,838861,832422
21184198,Chi Fu,BUS,BUS,832392,813194
628926,CHEUNG HONG BUS TERMINUS,BUS,BUS,828193,823398
628929,Central (Exchange Square),BUS,BUS,834294,816141
628973,HUNG SHUI KIU (HUNG YUEN ROAD) BUS TERMINUS,BUS,BUS,817847,832869
21056563,Shui Hau Village (East),BUS,BUS,809345,809267
628188,RUMSEY STREET,BUS,BUS,833903,816342
628192,CHOI FOOK,BUS,BUS,840431,821066
628502,Kingswood Villas (Locwood Court),BUS,BUS,818194,834705
628610,SAN SHUI HOUSE,BUS,BUS,820134,834107
627784,Ngong Ping,BUS,BUS,808025,813001
628039,TAI PO MARKET STATION BUS TERMINUS,BUS,BUS,835493,833818
628126,Sha Tsui Correctional Institution,BUS,BUS,807059,809620
628138,Lau Fau Shan,BUS,BUS,816405,836447
621185,TSUI LAM BUS TERMINUS,BUS,BUS,843690,820424
621197,TSUEN WAN (DISCOVERY PARK),BUS,BUS,829533,826468
621231,Wing Wo Street,BUS,BUS,833970,816365
621333,Happy Valley (Upper),BUS,BUS,837206,813825
621101,MAYFAIR GARDEN BUS TERMINUS,BUS,BUS,829040,822711
621107,DIAMOND HILL STATION BUS TERMINUS,BUS,BUS,838810,822412
621159,Shau Kei Wan,BUS,BUS,841571,815508
621175,Lung Kwu Tan,BUS,BUS,809831,827955
621177,SEA CREST VILLA BUS TERMINUS,BUS,BUS,823921,825226
21187912,SAI KUNG BUS TERMINUS,BUS,BUS,846270,826977
621017,KWAI HING STATION,BUS,BUS,831589,824898
621044,WO CHE BUS TERMINUS,BUS,BUS,838072,827686
621060,CHEUNG CHING BUS TERMINUS,BUS,BUS,829076,823254
621078,SAI KUNG BUS TERMINUS,BUS,BUS,846251,826996
21167519,KAI YIP BUS TERMINUS,BUS,BUS,839532,821071
21176156,Wo Tin Estate,BUS,BUS,814831,830402
21197098,Yu Nga Court,BUS,BUS,812730,817520
21063199,CHUNG ON BUS TERMINUS,BUS,BUS,841392,831412
21067521,KEI WING PRIMARY SCHOOL,BUS,BUS,835375,820390
21077713,MACAU FERRY,BUS,BUS,833496,816579
21099653,ON TAI (WEST) (WO TAI HOUSE),BUS,BUS,841500,820995
628911,LOK FU BUS TERMINUS,BUS,BUS,837380,822223
628919,SHA TIN STATION BUS TERMINUS,BUS,BUS,837414,827147
629034,PO LAM BUS TERMINUS,BUS,BUS,844627,820475
21062671,NGAU TAU KOK STATION,BUS,BUS,840659,819577
628082,NAI CHUNG,BUS,BUS,844343,832469
628098,Hing Wah Estate,BUS,BUS,842034,813942
628583,YUET WU VILLA BUS TERMINUS,BUS,BUS,814821,826195
628861,SHUI CHUEN O B/T,BUS,BUS,838431,826168
627887,Park Garden,BUS,BUS,837923,814972
627920,Belcher Bay,BUS,BUS,831275,816180
627973,KAM YING COURT,BUS,BUS,842602,831622
628070,CHEUNG HANG BUS TERMINUS,BUS,BUS,828102,824036
621187,SHUN TIN BUS TERMINUS,BUS,BUS,841404,820823
627797,Braemar Hill,BUS,BUS,838533,816074
627824,Ap Lei Chau Main Street,BUS,BUS,833826,811680
621046,Siu Sai Wan (Island Resort),BUS,BUS,843904,814144
621049,TSIM SHA TSUI EAST BUS TERMINUS,BUS,BUS,836430,818096
621063,Wah Fu (Central),BUS,BUS,831961,812748
621120,LONG PING ESTATE BUS TERMINUS,BUS,BUS,820407,834549
621140,Garden Terrace,BUS,BUS,834007,815242
620995,KIN SANG BUS TERMINUS,BUS,BUS,814851,829694
620847,TIN FU BUS TERMINUS,BUS,BUS,817920,835901
620915,CROSS HARBOUR TUNNEL BBI,BUS,BUS,836688,818233
627761,HENG ON BUS TERMINUS,BUS,BUS,841575,830979
627947,TSING YI BBI - CHEUNG ON BUS TERMINUS,BUS,BUS,828646,824723
629013,WAH MING BBI,BUS,BUS,832597,838334
21145759,WAH MING BBI,BUS,BUS,832636,838305
21167527,Kai Tak,BUS,BUS,838576,821534
628487,CENTRAL (HONG KONG STATION) BUS TERMINUS,BUS,BUS,834207,816349
21064071,SHEUNG SHUI BBI - SHEUNG SHUI STATION,BUS,BUS,831178,840270
21197085,Golden Beach,BUS,BUS,817111,826080
628258,Siu Sai Wan Estate,BUS,BUS,843715,813803
628955,SUN TUEN MUN CENTRE,BUS,BUS,814325,826880
21096660,SO KWUN WAT,BUS,BUS,818428,825848
627882,Ap Lei Chau (Lee Lok Street),BUS,BUS,833856,810994
21099720,ON TAI (SOUTH) (HANG TAI HOUSE),BUS,BUS,841611,820835
21119728,TUEN MUN ROAD INTERCHANGE,BUS,BUS,819960,824379
621118,TIN HENG ESTATE BUS TERMINUS,BUS,BUS,817987,836632
627746,SHEUNG SHUI BBI - SHEUNG SHUI TERMINUS,BUS,BUS,831219,840332
627780,Oi Man Estate,BUS,BUS,836411,819269
21200841,Kwai Shing (East),BUS,BUS,831188,824981
21200842,SILVER FIELD GARDEN,BUS,BUS,820332,833360
21200839,MAYFAIR BY THE SEA,BUS,BUS,839035,832477
21200836,Wong Chuk Hang Sports Centre,BUS,BUS,835902,812349
21200838,NG TUNG CHAI (PAK NGAU SHEK),BUS,BUS,830990,833443
21167514,Shek Po Road,BUS,BUS,817865,834145
21167525,Discovery Bay Road outside No.28 Coastline Villa,BUS,BUS,820691,817264
628461,YUEN LONG(FUNG CHEUNG ROAD),BUS,BUS,821424,833731
628479,Aberdeen,BUS,BUS,834050,812084
628540,Police College,BUS,BUS,835393,811855
