TYPE,DIST,LICNO,SS,ADR,INFO,EXPDATE
RR,11,3111804145,(no record found),"SHOP A, G/F., ASIA HARVEST COMMERCIAL CENTRE, 324 SHAU KEI WAN ROAD, HONG KONG",,2023-01-16
RR,11,3111804154,Lazzy Project Company Limited,"SHOP NO.3, GROUND FLOOR, NEWTON HARBOUR VIEW TOWER 1, NO.2 SHAU KEI WAN MAIN STREET EAST, SHAU KEI WAN, HONG KONG",,2023-01-18
RR,11,3111804163,Pret A Manger,"SHOP 503, 5/F, CITYPLAZA, 18 TAIKOO SHING ROAD, TAIKOO SHING, HONG KONG",,2023-01-24
RR,11,3111804172,First Place Coffee,"SHOP 6, G/F., HING HON BUILDING, 26-36 KING'S ROAD, TIN HAU, HONG KONG",,2023-01-24
RR,11,3111804181,MOTD CONCEPTS,"PORTION A OF 1/F., UNION PARK TOWER, NO. 168 ELECTRIC ROAD, NORTH POINT, HONG KONG",,2023-01-27
RR,11,3111804190,--,"STALL NO. 1&42, G/F, HENG FA MARKET, HENG FA CHUEN, CHAI WAN, HONG KONG",,2023-03-10
RR,11,3111804206,Artcook Hotdog Shop,"SHOP NO. 31A, G/F., YICK FAT BUILDING, NOS. 1048-1056 KING'S ROAD & NOS. 2-32 YAU MAN STREET, QUARRY BAY, HONG KONG",,2023-03-13
RR,11,3111804215,Q TIME CAFE,"SHOP 1, 12/F., 1001 KING'S ROAD, QUARRY BAY, HONG KONG",,2023-03-15
RR,11,3111804224,THE COFFEE ACADEMICS,"NO. G31, G/F, WORFU, 21-53 WHARF ROAD, NORTH POINT, HONG KONG",,2023-04-28
RR,11,3111804233,HKA1,"SHOP NO. 47, G/F, FULLVIEW GARDEN COMMERCIAL CENTRE, NO. 18 SIU SAI WAN ROAD, CHAI WAN, HONG KONG",,2023-05-05
RR,11,3111804242,BO KEE NOODLES,"SHOP NO. 11, G/F., ALDRICH GARDEN, 2 OI LAI STREET, SHAU KEI WAN, HONG KONG",,2023-05-18
RR,11,3111804251,T-FRESH,"SHOP NOS. S13-S14, UPPER FLOOR OF EAST FOOTBRIDGE, KORNHILL PLAZA, 1-2 KORNHILL ROAD, QUARRY BAY, HONG KONG",,2023-06-05
RR,11,3911804198,POLE BEAT,"PORTION A OF SHOP 1, 11/F, 1001 KING'S ROAD, QUARRY BAY, HONG KONG",,2022-08-14
RR,11,3911804204,Shelter Inc.,"SHOP 2, G/F, 7-9 FORT STREET, NORTH POINT, HONG KONG",,2022-08-23
RR,11,3911804213,WINE DINE KITCHEN,"SHOP 11, G/F, TUNG KEUNG BUILDING, 54-60 SHAU KEI WAN MAIN STREET EAST, SHAU KEI WAN, HONG KONG",,2022-11-19
RR,11,3911804222,Madam Hong Cafe,"CAFE AREA, UPPER GALLERY, 8/F, HONG KONG MUSEUM OF COASTAL DEFENCE, 175 TUNG HEI ROAD, SHAU KEI WAN, HONG KONG",,2023-01-11
RR,11,3911804231,LUNGO,"SHOP H, G/F., PO WING BUILDING, 6-16 SHELL STREET, NORTH POINT, HONG KONG",,2023-01-17
RR,11,3911804240,(no record found),"SHOP D & E, G/F, 269A SHAU KEI WAN ROAD, SHAU KEI WAN, HONG KONG",,2023-01-20
RR,11,3911804259,THAI MUI NOODLE,"SHOP A5A, G/F, TAI ON BUILDING, 57-87 SHAU KEI WAN ROAD, SAI WAN HO, HONG KONG",,2023-01-20
RR,11,3911804268,BAR EAST,"SHOP A, G/F, CAPITOL MANSION, NOS. 195-201 SHAU KEI WAN ROAD, HONG KONG",,2023-01-27
RR,97,3197000013,幸運(興隆)冰室,"G/F & C/L, 70 CHIK CHUEN STREET, TAI WAI, SHA TIN, NEW TERRITORIES",,2023-06-30
RR,97,3197000040,嘉香汕頭粉麵,"NO 1, 1/F, WAH FUNG HOUSE, LEK YUEN ESTATE, SHA TIN, NEW TERRITORIES",,2023-06-30
RR,97,3197000095,奇興茶餐廳,"SHOP NO 3, G/F, WAI WAH CENTRE, 11-17 SHATIN CENTRE STREET, SHA TIN, NEW TERRITORIES",,2023-06-30
RR,97,3197000110,鹿苑潮洲粉麵,"G/F, SHOP NO 7, GRANDEUR GARDEN, 55-65 TAI WAI ROAD, SHA TIN, NEW TERRITORIES",,2023-06-30
RR,97,3197000147,德興記粉麵,"SHOP NO S14, G/F, COMMERCIAL COMPLEX, CHEVALIER GARDEN, MA ON SHAN, SHA TIN, NEW TERRITORIES",,2023-06-30
RR,97,3197000235,沙田雞粥,"G/F, 12 CHIK CHUEN STREET, TAI WAI, SHA TIN, NEW TERRITORIES",,2023-02-28
RR,97,3197000244,銀泉茶餐廳,"G/F AND THE OUTSIDE SEATING ACCOMMODATION AT SHOP FRONT, NO. 74, SAN TIN VILLAGE, D.D. 179, LOT NO. 801, SHA TIN, NEW TERRITORIES",#A,2023-03-22
RR,97,3197000341,甜意糖水小食,"SHOP 6, G/F, FOK ON SHOPPING ARCADE, LOT 334, ON CHUN STREET, MA ON SHAN, SHA TIN, NEW TERRITORIES",,2023-05-18
RR,97,3197000350,榮發美食,"G/F, 261 & 261B & OUTSIDE SEATING ACCOMMODATION AT SHOPFRONT, TIN SAM VILLAGE, TAI WAI, SHA TIN, NEW TERRITORIES",#A,2022-08-04
RR,97,3197000378,YUEN NAN STYLE,"NOS 3 & 4, G/F, FU FAI SHOPPING CENTRE, FU FAI GARDEN, MA ON SHAN, SHA TIN, NEW TERRITORIES",,2022-12-08
RR,97,3197000457,顯徑車仔麵,"G/F, 105, DD 187, LOT 597, SHEUNG KENG HAU VILLAGE, TAI WAI, SHA TIN, NEW TERRITORIES",,2023-07-06
RR,97,3197000484,壹號車仔麵,"SHOP NO 001, G/F, SHOPPING CENTRE, FU FAI GARDEN, 28 ON SHING STREET, MA ON SHAN, SHA TIN, NEW TERRITORIES",,2022-09-20
RR,97,3197000527,好湯好麵,"G/F & C/L, 20 CHIK CHUEN STREET, TAI WAI, SHA TIN, NEW TERRITORIES",,2023-05-21
RR,97,3197000606,Hung Fook Tong,"SHOP NO 218A, 2/F, HENG ON ESTATE COMMERCIAL CENTRE, HENG ON ESTATE, MA ON SHAN, SHA TIN, NEW TERRITORIES",,2023-05-09
RR,97,3197000642,豐足居食屋,"SHOP NO 57, G/F, SUNSHINE CITY BLOCKS NPQR, STTL 363, MA ON SHAN, SHA TIN, NEW TERRITORIES",#G#H,2023-08-07
RR,97,3197000688,傅師傅甜品小食,"SHOP 1, G/F, TAI WAI VILLAGE, NO 1 SIXTH STREET, TAI WAI, SHA TIN, NEW TERRITORIES",,2022-12-16
RR,97,3197000785,Euro Go Go,"UNIT 110, CITYLINK PLAZA, SHA TIN, NEW TERRITORIES",,2023-02-23
RR,97,3197000925,隨便坐,"SHOP 31, G/F, PHASE V, SUNSHINE BAZAAR, SUNSHINE CITY, MA ON SHAN, SHA TIN, NEW TERRITORIES",,2023-07-24
RR,97,3197800024,Honeymoon Dessert,"SHOP NO. 704A, LEVEL 7, NEW TOWN PLAZA, PHASE I, 18-19 SHA TIN CENTRE STREET, SHA TIN, NEW TERRITORIES",,2023-01-19
RR,97,3197800060,Scene Bar,"OUTLET 3 AND THE OUTSIDE SEATING ACCOMMODATION AT SHOP FRONT AND PORTION A AT G/F, REGAL RIVERSIDE HOTEL, 34-36 TAI CHUNG KIU ROAD, SHA TIN, NEW TERRITORIES",#A,2023-06-11
RR,97,3197800079,ADO洋食屋,"NO. 15 SHEUNG KENG HAU VILLAGE, TAI WAI, SHA TIN, NEW TERRITORIES",,2023-07-12
RR,97,3197800088,花華,"SHOP 29-30, G/F, BLOCKS C & D, STTL 308, SUNSHINE CITY, MA ON SHAN, SHA TIN, NEW TERRITORIES",,2023-07-26
RR,97,3197800097,康和車仔麵茶餐廳,"SHOP C, G/F, CHIK FU MANSION, 57-69 CHIK FU STREET, TAI WAI, SHA TIN, NEW TERRITORIES",,2023-01-08
RR,97,3197800112,Pop n＇Grill,"ROOF GARDEN AND THE OUTSIDE SEATING ACCOMMODATION AT SHOP FRONT, SHATIN TOWN HALL, 1 YUEN WO ROAD, SHA TIN, NEW TERRITORIES",#A,2023-03-14
RR,97,3197800176,Bar Pacific,"OUTLET 6, G/F, REGAL RIVERSIDE HOTEL, 34-36 TAI CHUNG KIU ROAD, SHA TIN, NEW TERRITORIES",,2023-07-29
RR,97,3197800404,榮樂茶餐廳,"NO 7, 1/F, BLOCK 3, FU YU HOUSE, LEK YUEN ESTATE, SHA TIN, NEW TERRITORIES",,2023-08-11
RR,97,3197800422,BARBECUE KING,"G/F, 118A HIN TIN VILLAGE, TAI WAI, SHA TIN, NEW TERRITORIES",,2022-10-18
RR,97,3197800459,譚仔雲南米線,"SHOP 5A - 5D, G/F, CHANWAY SHOPPING CENTRE, 11-17 SHA TIN CENTRE STREET, SHA TIN, NEW TERRITORIES",,2023-01-12
RR,97,3197800477,甜多1點,"SHOP 277-278, 2/F, WO CHE SHOPPING CENTRE, WO CHE ESTATE, SHA TIN, NEW TERRITORIES",,2023-04-14
RR,97,3197800510,Bar Pacific,"SHOP A & B, G/F, LIN FUNG HOUSE, 82-86 CHIK CHUEN STREET, TAI WAI, SHA TIN, NEW TERRITORIES",,2022-11-11
RR,97,3197800547,美廉小食,"SHOP NO 8, G/F, CHEVALIER GARDEN SHOPPING CENTRE, LOT 258, MA ON SHAN, SHA TIN, NEW TERRITORIES",,2022-12-22
RR,97,3197800565,筷子美食,"SHOP G56 & G57, G/F, SADDLE RIDGE GARDEN COMMERCIAL CENTRE, 6 KAM YING ROAD, MA ON SHAN, SHA TIN, NEW TERRITORIES",,2023-04-07
RR,97,3197800574,YUEN NAN STYLE,"SHOP NO. 41, G/F, SADDLE RIDGE GARDEN COMMERCIAL COMPLEX, MA ON SHAN, SHA TIN, NEW TERRITORIES",,2023-04-14
RR,97,3197800583,阿桂(南寧風味)老友粉,"SHOP NO. 13, G/F, PHASE 3, SUNSHINE CITY, 8 ON SHING STREET, MA ON SHAN, SHA TIN, NEW TERRITORIES",,2023-06-09
RR,97,3197800592,SWEET AVENUE,"SHOP 25, G/F, SUNSHINE CITY PHASE 1, ON SHING STREET, MA ON SHAN, SHA TIN, NEW TERRITORIES",,2023-07-03
RR,97,3197800608,Cafe 330,"LEVEL 1 (MINOR PORTION), MAIN CLINICAL BLOCK & TRAUMA CENTRE, PRINCE OF WALES HOSPITAL, 30-32 NGAN SHING STREET, SHA TIN, NEW TERRITORIES",,2023-08-10
RR,97,3197800635,338 Bar,"SHOP C, G/F, LIN FUNG HOUSE, 82-86 CHIK CHUEN STREET, TAI WAI, SHA TIN, NEW TERRITORIES",,2022-10-31
RR,97,3197800671,Starbucks Coffee,"SHOP NOS. 12A & 12B, GROUND FLOOR, SHA TIN GALLERIA, 18-24 SHAN MEI STREET, FO TAN, SHA TIN, NEW TERRITORIES",,2022-10-16
RR,97,3197800705,I DARTS ST,"SHOP 4A, 4B, 4C & 4D, LEVEL 1, SHATIN PARK STAGE I, 8-12 SHA KOK STREET, SHA TIN, NEW TERRITORIES",,2023-03-13
RR,97,3197800714,創,"SHOP B, G/F, 118 HIN TIN VILLAGE, SHA TIN, NEW TERRITORIES",,2023-04-07
RR,97,3197800723,UCHI CAFE,"SHOP P, G/F, ON SHUN BUILDING, 31-51 CHIK SHUN STREET, TAI WAI, SHA TIN, NEW TERRITORIES",,2023-06-05
RR,97,3197800741,Courtyard by Marriott Hong Kong Sha Tin,"1/F (PORTION A), COURTYARD BY MARRIOTT HONG KONG SHA TIN, 1 ON PING STREET, SHA TIN, NEW TERRITORIES",,2023-07-24
RR,97,3197800750,家樂餐廳,"G/F, 57 FO TAN VILLAGE, DD 176, LOT 798, FO TAN, SHA TIN, NEW TERRITORIES",,2023-08-07
RR,97,3197800769,糖宮,"G/F, 61 CHIK SHUN STREET, SHA TIN, NEW TERRITORIES",,2023-08-11
RR,97,3197800778,UP TO YOU,"G/F, 6 TENTH STREET, TAI WAI VILLAGE, SHA TIN, NEW TERRITORIES",,2022-09-15
RR,97,3197800787,八方雲集,"SHOP G61A & G61B, G/F, FORTUNE CITY ONE, CITY ONE SHATIN, SHA TIN, NEW TERRITORIES",,2022-10-06
RR,97,3197800796,Starbucks Coffee,"SHOP G33A-G33B WITH PORTION OF EXHIBITION AREA A1, G/F, FORTUNE CITY ONE, CITY ONE SHATIN, 1 NGAN SHING STREET, SHA TIN, NEW TERRITORIES",,2022-11-05
RR,97,3197800811,Muses,"SHATIN TOWN HALL FOYER (PORTION), AUDITORIUM, 1 YUEN WO ROAD, SHA TIN, NEW TERRITORIES",,2022-11-27
RR,97,3197800820,小確幸咖啡館,"SHOP G93B, G/F, FORTUNE CITY ONE, CITY ONE SHA TIN, SHA TIN, NEW TERRITORIES",,2022-12-04
RR,97,3197800857,PASTA AND OYSTER HOUSE,"SHOP A, G/F, ON TING MANSION, 49-55 CHIK FU STREET, TAI WAI, SHA TIN, NEW TERRITORIES",,2023-01-23
RR,97,3197800884,小甜將,"SHOP 16, LEVEL 1, CHUEN FAI CENTRE, 9-11 KONG PUI STREET, SHA TIN, NEW TERRITORIES",,2023-03-24
RR,97,3197800909,譚仔三哥米線,"SHOP NO. 48, 49, 50 & 51, LEVEL 3, HILTON PLAZA, 3-9 SHATIN CENTRE STREET, SHA TIN, NEW TERRITORIES",,2023-04-16
RR,97,3197800918,香港仔君豪魚蛋王,"STALL M45 & M46, G/F, FORTUNE CITY ONE MARKET, CITY ONE, SHA TIN, NEW TERRITORIES",,2023-05-07
RR,97,3197800936,ITALIAN TOMATO CAFÉ,"SHOP NO. 2507, LEVEL 2, MOSTOWN, NO. 18 ON LUK STREET, SHA TIN, NEW TERRITORIES",,2023-07-01
RR,97,3197800945,Fruity Land,"SHOP 2, G/F, CARADO GARDEN SHOPPING CENTRE, 20-30 TIN SAM STREET, SHA TIN, NEW TERRITORIES",,2022-10-19
RR,97,3197800954,Starbucks Coffee,"SHOP NO. 155, LEVEL 1, PHASE 1, NEW TOWN PLAZA, 18 SHATIN CENTRE STREET, SHA TIN, NEW TERRITORIES",,2022-10-27
RR,97,3197800972,老表雲吞麵,"SHOP 14, G/F, GRANDEUR GARDEN, 14-18 CHIK FAI STREET, 55-65 TAI WAI ROAD, SHA TIN, NEW TERRITORIES",,2023-03-19
RR,97,3197800990,鴻發香港人魚蛋粉,"SHOP NO.4, LEVEL 1, PODIUM OF GREEN LEAVES GARDEN, 15-17 YUEN CHAU KOK ROAD, SHA TIN, NEW TERRITORIES",,2023-06-11
RR,97,3197801045,Starbucks Coffee,"SHOP NO. 1, 2/F , DOUBLE COVE PLACE, 8 WU KAI SHA ROAD, MA ON SHAN, SHA TIN, NEW TERRITORIES",,2023-07-23
RR,97,3197801063,Little Shrimp Japanese Restaurant,"SHOP NO. 117, G/F, HIN KENG SHOPPING CENTRE, HIN KENG ESTATE, 69 CHE KUNG MIU ROAD, SHA TIN, NEW TERRITORIES",,2022-08-31
RR,97,3197801072,Mindful,"SHOP A, G/F, LUNG FUNG HOUSE, 15-19 CHIK TAK LANE, 17 CHIK FU STREET, TAI WAI, SHA TIN, NEW TERRITORIES",,2023-09-03
RR,97,3197801081,168,"SHOP B, G/F, 32 CHIK CHUEN STREET, TAI WAI, SHA TIN, NEW TERRITORIES",,2022-09-17
RR,97,3197801124,夜燒,"G/F, 93B HIN TIN VILLAGE, SHA TIN, NEW TERRITORIES",,2022-11-09
RR,97,3197801133,Courtyard by Marriott Hong Kong Sha Tin,"30/F (PORTION A), COURTYARD BY MARRIOTT HONG KONG SHA TIN, 1 ON PING STREET, SHA TIN, NEW TERRITORIES",#G#H,2022-11-23
RR,97,3197801142,小肥豬扒餐廳,"SHOP 14, G/F, HOLFORD SHOPPING ARCADE, 2-8 CHIK WAN STREET, TAI WAI, SHA TIN, NEW TERRITORIES",,2022-12-03
RR,97,3197801151,October's cafe,"SHOP 16, 1/F, SHA TIN GALLERIA, 18-24 SHAN MEI STREET, FO TAN, SHA TIN, NEW TERRITORIES",,2022-12-06
RR,97,3197801160,健康工房,"SHOP 218, 2/F, MA ON SHAN PLAZA, MA ON SHAN, SHA TIN, NEW TERRITORIES",,2022-12-20
RR,97,3197801197,甜匠,"SHOP 12 & 13, G/F, PHASE 2, SUNSHINE CITY, 22 ON SHING STREET, MA ON SHAN, SHA TIN, NEW TERRITORIES",,2023-03-10
RR,97,3197801212,Golden Dragon Restaurant,"SHOP 10, G/F, YU CHUI SHOPPING CENTRE, MARKET, YU CHUI COURT, SHA TIN, NEW TERRITORIES",,2023-07-27
RR,97,3197801221,蠔燒,"SHOP A, G/F, ON SHUN BUILDING, 31-35 CHIK SHUN STREET, TAI WAI, SHA TIN, NEW TERRITORIES",,2023-08-10
RR,97,3197801230,WINDMILL RESTAURANT & BAR,"SHOP C, G/F, KWAI WAI BUILDING, 46-56 CHIK CHUEN STREET, TAI WAI, SHA TIN, NEW TERRITORIES",,2022-08-24
RR,97,3197801258,FU KEE,"COOKED FOOD STALL NOS. 5-8, G/F, COOKED FOOD STALLS (FORMING PART OF COMMERCIAL BLOCKS), LUNG HANG ESTATE, 1 TIN SAM STREET, SHA TIN, NEW TERRITORIES",,2022-11-16
RR,97,3197801267,M.Z Kim Yakitori,"SHOP 7, G/F, FOK ON SHOPPING ARCADE, 11 ON CHUN STREET, MA ON SHAN, SHA TIN, NEW TERRITORIES",,2023-01-10
RR,97,3197801276,Dream Bistro,"G/F, 61 HIN TIN VILLAGE, TAI WAI, SHA TIN, NEW TERRITORIES",,2023-02-06
RR,97,3197801294,八方雲集,"STALL NO. 87, G/F, LUNG HANG ESTATE MARKET, SHA TIN, NEW TERRITORIES",,2023-02-23
RR,97,3197801300,榮基牛什粉麵,"STALL NO. 83, G/F, LUNG HANG ESTATE MARKET, SHA TIN, NEW TERRITORIES",,2023-03-12
RR,97,3197801319,鴻仔記車仔麵,"SHOP 8 & 9, 1/F, COMMERCIAL BLOCK 2, KWONG YUEN SHOPPING CENTRE, KWONG YUEN ESTATE, 68 SIU LEK YUEN ROAD, SHA TIN, NEW TERRITORIES",,2023-03-19
RR,97,3197801328,好佳坊茶餐廳,"SHOP G28, G60 & G62, G/F, SADDLE RIDGE GARDEN, COMMERCIAL COMPLEX, 6 KAM YING ROAD, MA ON SHAN, SHA TIN, NEW TERRITORIES",,2023-04-26
RR,97,3197801337,SUMMER ICE,"SHOP 03, G/F & COCKLOFT, RICH COURT, 31 CHIK FU STREET, TAI WAI, SHA TIN, NEW TERRITORIES",,2023-04-27
RR,97,3197801346,强記小食車仔麵大王,"SHOP 38, LEVEL 1 , GARDEN RIVERA , 20-30 TAI CHUNG KIU ROAD, SHA TIN, NEW TERRITORIES",,2023-05-01
RR,97,3197801382,八方雲集,"SHOP NO. 114, 1/F, YU CHUI SHOPPING CENTRE, YU CHUI COURT, 2, 6, 8 NGAU PEI SHA STREET, SHA TIN, NEW TERRITORIES",,2023-06-15
RR,97,3197801391,Grove Sandwiches,"SHOP NO. G03, G/F, SHA TIN GALLERIA, 18-24 SHAN MEI STREET, FO TAN, SHA TIN, NEW TERRITORIES",,2023-06-25
RR,97,3197801407,隆亨串,"STALL NO. 85A, G/F , LUNG HANG ESTATE MARKET, SHA TIN, NEW TERRITORIES",,2023-06-18
RR,97,3197801416,Pacific Coffee Company,"PORTION OF 2 ND FLOOR, DAY TREATMENT BLOCK & CHILDREN WARDS OF PRINCE OF WALES HOSPITAL, 30-32 NGAN SHING STREET, SHA TIN, NEW TERRITORIES",,2023-07-24
RR,97,3197801425,COUSIN WONTON NOODLE,"SHOP D, G/F AND PORTION OF COCKLOFT, CHIK TAT HOUSE, 10-22 CHIK TAK LANE, TAI WAI, SHA TIN, NEW TERRITORIES",,2022-08-24
RR,97,3197801434,八囍牛雜粉麵,"STALL MS C5, G/F, MARKET, CHUNG ON SHOPPING CENTRE, CHUNG ON ESTATE, MA ON SHAN, SHA TIN, NEW TERRITORIES",,2022-09-20
RR,97,3197801443,Yan Yan Cart Noodle,"SHOP 6, G/F, GREENWOOD GARDEN, 7-11 SHA KOK STREET, SHA TIN, NEW TERRITORIES",,2022-10-02
RR,97,3197801452,權記車仔面,"SHOP C, G/F, MOON WAH MANSION, 71-75 TSUEN NAM ROAD, TAI WAI, SHA TIN, NEW TERRITORIES",,2022-10-08
RR,97,3197801470,佳佳美食坊,"STALL NO. 2, MA ON TERRACE MARKET, KAM YING COURT, MA ON SHAN, SHA TIN, NEW TERRITORIES",,2022-12-12
RR,97,3197801489,CHATERAISE,"STTL 307 OPEN SPACE N2036, LEVEL 2, SUNSHINE CITY PLAZA, MA ON SHAN, SHA TIN, NEW TERRITORIES",,2023-01-21
RR,97,3197801498,椰子媽,"SHOP 5, G/F, COMMERCIAL BLOCK 3, KWONG YUEN ESTATE, 68 SIU LEK YUEN ROAD, SHA TIN, NEW TERRITORIES",,2023-01-29
RR,97,3197801504,Lady M,"SHOP NO. 309A, 3/F, NEW TOWN PLAZA, SHA TIN, NEW TERRITORIES",,2023-02-12
RR,97,3197801513,味來喇沙專門店,"SHOP NO. 2A, GROUND FLOOR, SUNSHINE CITY PHASE 3, MA ON SHAN, SHA TIN, NEW TERRITORIES",,2023-02-22
RR,97,3197801531,Taiwan Delight,"SHOP G18, G/F, REGAL RIVERSIDE HOTEL, 34-36 TAI CHUNG KIU ROAD, SHA TIN, NEW TERRITORIES",,2023-03-25
RR,97,3197801559,PianoPiano Cafe,"SHOP 207, 2/F, KINGS WING PLAZA 1, 3 ON KWAN STREET, SHA TIN, NEW TERRITORIES",,2023-03-22
RR,97,3197801568,Entrance,"SHOP 151, 1/F, KINGS WING PLAZA I, NO. 3 ON KWAN STREET, SHEK MUN, SHA TIN, NEW TERRITORIES",,2023-04-23
RR,97,3197801577,Wine & Sake,"PORTION WS (WINE) OF SHOP NOS. 204-214, LEVEL 2, NEW TOWN PLAZA 1, SHA TIN, NEW TERRITORIES",,2023-04-29
RR,97,3197801586,REACTORS COFFEE,"SHOP NO. G92 AND SEATING AREA OPPOSITE OF SHOP NO. G92, G/F, FORTUNE CITY ONE, CITY ONE, SHA TIN, NEW TERRITORIES",,2023-05-06
RR,97,3197801595,Bellota-Bellota,"PORTION TAPAS OF SHOP NOS. 204-214, LEVEL 2, NEW TOWN PLAZA 1, SHA TIN, NEW TERRITORIES",,2023-05-06
RR,97,3197801601,Subway,"SHOP G93A, GROUND FLOOR, BLOCK B, FORTUNE CITY ONE OF COMMERCIAL BLOCK, CITY ONE SHATIN, NO. 1 NGAN SHING STREET, SHA TIN, NEW TERRITORIES",,2023-05-27
RR,97,3197801610,To Fu Buks,"SHOP 209, 2/F, KINGS WING PLAZA 1, NO. 3 ON KWAN STREET, SHEK MUN, NEW TERRITORIES",,2023-06-11
RR,97,3197801647,樂圓園,"SHOP 13, L1, CHUEN FAI CENTRE, 9-11 KONG PUI STREET, SHA TIN, NEW TERRITORIES",,2022-09-16
RR,97,3197801665,四喜牛腩,"STALL NO.26-27, G/F, HENG ON MARKET, HENG ON ESTATE, NO.1 HANG KAM STREET, MA ON SHAN, SHA TIN, NEW TERRITORIES",,2022-11-07
RR,97,3197801674,Movie Town,"PART A OF CINEMA COMPLEX, PORTION OF L1, PHASE 1, NEW TOWN PLAZA, SHA TIN, NEW TERRITORIES",,2022-12-04
RR,97,3197801683,ECC OK,"STALL NO.20, G/F, HENG ON MARKET, HENG ON ESTATE, NO.1 HANG KAM STREET, MA ON SHAN, SHA TIN, NEW TERRITORIES",,2022-12-10
RR,97,3197801692,RAU LEK,"SHOP 233, 2/F, KINGS WING PLAZA 1, NO. 3 ON KWAN STREET, SHA TIN, NEW TERRITORIES",,2022-12-16
RR,97,3197801708,Ciao,"SHOP 210, 2/F, KINGS WING PLAZA, 3 ON KWAN STREET, SHA TIN, NEW TERRITORIES",,2022-12-26
RR,97,3197801717,ICHILONG RAMEN,"SHOP NO. 105, 1/F, WE GO MALL, 16 PO TAI STREET, MA ON SHAN, NEW TERRITORIES",,2023-01-10
RR,97,3197801726,MOS BURGER,"SHOP NOS. 273-275, LEVEL 2, MA ON SHAN PLAZA, 608 SAI SHA ROAD, MA ON SHAN, NEW TERRITORIES",,2023-01-21
RR,97,3197801735,豐園牛腩粉麵,"SHOP G45, , G/F,  KINGS WING PLAZA 1, NO. 3 ON KWAN STREET, SHEK MUN, SHA TIN, NEW TERRITORIES",,2023-01-27
RR,97,3197801744,樂園牛什,"STALL S-KY 66, KWONG YUEN MARKET, LEVEL 5 CAR PARK BLOCK 1, KWONG YUEN ESTATE, SHA TIN, NEW TERRITORIES",,2023-01-28
RR,97,3197801762,BRICK LANE DELI,"SHOP NO. 126, LEVEL 1, NEW TOWN PLAZA (PHASE 1), SHA TIN, NEW TERRITORIES",,2023-01-29
RR,97,3197801771,馬記牛什粉麵,"SHOP 60, G/F, FOK ON GARDEN, MA ON SHAN, SHA TIN, NEW TERRITORIES",,2023-01-29
RR,97,3197801814,鴻仔記車仔麵,"SHOP NOS. SU19 & SU20, GROUND FLOOR, HAU WO HOUSE, WO CHE ESTATE, SHA TIN, NEW TERRITORIES",,2023-06-03
RR,97,3197801823,美景牛雜粉麵,"SHOP 37-39, JUBILEE MARKET, NO. 2-18 LOK KING STREET, FO TAN, NEW TERRITORIES",,2023-06-13
RR,97,3197801841,CROSTINI,"SHOP NO. 2329, LEVEL 2, MOSTOWN, MA ON SHAN, SHA TIN, NEW TERRITORIES",,2022-08-18
RR,97,3197801869,華星冰室,"SHOP 136, 1/F, KINGS WING PLAZA 1, NO. 3 ON KWAN STREET, SHA TIN, NEW TERRITORIES",,2022-12-02
RR,97,3197801878,重慶粉麵小食,"SHOP NO. SU23, G/F, HAU WO HOUSE, WO CHE ESTATE, SHA TIN, NEW TERRITORIES",,2022-12-11
RR,97,3197801896,好煮意,"STALL S-SK3, SHA KOK MARKET, G/F, SHA KOK SHOPPING CENTRE, SHA KOK ESTATE, SHA TIN, NEW TERRITORIES",,2023-01-13
RR,97,3197801902,SHANG YUE KITCHEN LIMITED,"SHOP NO. G-3/03, G/F, MOSTOWN STREET, MA ON SHAN, SHA TIN, NEW TERRITORIES",,2023-02-02
RR,97,3197801911,新東王,"SHOP NO. 2B, G/F, SUNSHINE CITY PLAZA (PHASE 3), 8 ON SHING STREET, MA ON SHAN, SHA TIN, NEW TERRITORIES",,2023-02-09
RR,97,3197801920,美景牛雜粉麵,"STALL S-SK59, SHA KOK MARKET, G/F, SHA KOK SHOPPING CENTRE, SHA KOK ESTATE, SHA TIN, NEW TERRITORIES",,2023-03-12
RR,97,3197801948,那萊泰麵,"STALL NO. SU25, G/F, MARKET, WO CHE PLAZA, WO CHE ESTATE, SHA TIN, NEW TERRITORIES",,2023-05-01
RR,97,3197801957,YOSHOKUYA ESPOIR,"SHOP 150, 1/F., KINGS WING PLAZA 1, NO. 3 ON KWAN STREET, SHA TIN, NEW TERRITORIES",,2023-05-05
RR,97,3197801966,KOINONIA CAFE,"SHOP 2, G/F, GREEN LEAVES GARDEN, NO. 15-17 YUEN CHAU KOK ROAD, SHA TIN, NEW TERRITORIES",,2023-06-02
RR,97,3197801975,GOLDEN AND JADE HALL DESSERT,"SHOP L, G/F , ON SHUN MANSION, 31-51 CHIK SHUN STREET, TAI WAI, SHA TIN, NEW TERRITORIES",,2023-07-06
RR,97,3197801984,OLIVER'S SUPER SANDWICHES,"SHOP NOS. A334 & A364 ON LEVEL 3 OF THE COMMERCIAL UNITS OF NEW TOWN PLAZA (PHASE III), SHA TIN, NEW TERRITORIES",,2023-09-14
RR,97,3197801993,XI XUP,"SHOP C, G/F & COCKLOFT, KING SING HOUSE, 70-72 CHIK CHUEN STREET, TAI WAI, SHA TIN, NEW TERRITORIES",,2022-10-15
